source_id,Stromgren_mag_u,Stromgren_mag_v,Stromgren_mag_b,Stromgren_mag_y,Stromgren_flux_u,Stromgren_flux_v,Stromgren_flux_b,Stromgren_flux_y,Stromgren_flux_error_u,Stromgren_flux_error_v,Stromgren_flux_error_b,Stromgren_flux_error_y,StromgrenStd_mag_v,StromgrenStd_mag_b,StromgrenStd_mag_y,StromgrenStd_flux_v,StromgrenStd_flux_b,StromgrenStd_flux_y,StromgrenStd_flux_error_v,StromgrenStd_flux_error_b,StromgrenStd_flux_error_y
1735730802690292608,8.497908565312429,9.043701437751675,8.613872219395024,8.758909086748574,1.2793712112295111e-14,1.780079607237712e-14,2.058975183853882e-14,1.1340608690505666e-14,1.3127307455930177e-15,2.420048944331261e-15,1.5681276502999534e-15,1.1605301170441352e-15,9.206435741615405,8.619766323008776,8.776938906657314,1.7821559436640535e-14,2.0459427206497296e-14,1.1351792325037286e-14,2.479703252753059e-15,1.5850621166305124e-15,1.2688601818939935e-15
529716187981171840,8.912800866534731,9.195900005458693,8.944102223809349,8.821651884799003,8.730510789360167e-15,1.5472482416488096e-14,1.5190046749822385e-14,1.070383106321794e-14,4.642863337286689e-16,9.987129293284734e-16,5.212225005677863e-16,3.295303090475651e-16,9.33453054285113,8.92693119158028,8.79536755303392,1.583827148105884e-14,1.541798161152454e-14,1.1160739687382844e-14,9.582343413476679e-16,5.384582110077989e-16,3.28674951001149e-16
2192468276467448192,14.5389850239971,14.949201804998541,14.31996302718795,13.581542985889314,4.904175353464477e-17,7.731064169093939e-17,1.0745207069097955e-16,1.335312165312866e-16,3.1992732836933154e-18,8.078781648315566e-19,8.300677123347219e-19,7.52307514120961e-19,15.088360455616925,14.332512457013316,13.607225598007986,7.909987874507379e-17,1.0611945653800667e-16,1.3272409135664627e-16,7.786018735276733e-19,7.94063881343861e-19,8.147101964895773e-19
1939557100018356608,9.29849655703918,9.72524350839316,9.507943225385144,9.327626418460618,6.120140286229887e-15,9.502165638954237e-15,9.036967280111611e-15,6.716599187979952e-15,2.0123261570584135e-16,6.949070822978546e-17,2.3412002361902242e-17,2.3833116532695837e-17,9.879605883305008,9.49020303561862,9.343611785742532,9.586887844944702e-15,9.17738150483406e-15,6.735894643224534e-15,6.797027860908575e-17,2.473665670844185e-17,2.649215174051218e-17
421366738760910976,9.61150200950226,9.922653017354026,9.707612648925686,9.541578117092733,4.587321686975697e-15,7.922436976921042e-15,7.518910934894869e-15,5.515295081117184e-15,6.15087078107114e-17,6.744680012180271e-17,2.976406668450824e-17,4.7145430178976136e-17,10.068094326176958,9.711617012610098,9.556274142976491,8.059020667496473e-15,7.484334596814301e-15,5.537711709050194e-15,6.068123851725988e-17,2.954297488346875e-17,4.726391120348054e-17
360908442640961536,9.209220995473572,9.813074964638762,9.461902637641824,9.400043115148776,6.644642226715943e-15,8.763750686590924e-15,9.428420531981082e-15,6.28322705467984e-15,5.389496623895185e-16,1.0992038094841026e-15,8.330214203418664e-16,7.460139073142319e-16,9.985479581766544,9.476950175542932,9.39539293708878,8.69617292707307e-15,9.290090180449566e-15,6.422185196605583e-15,1.1750477700354913e-15,8.268647475217476e-16,8.015271379760433e-16
366858445520163584,8.354552924936812,8.558815489672124,8.360678372960987,8.318828861461085,1.459952849325596e-14,2.7822349645944277e-14,2.5997324243609855e-14,1.700859560096548e-14,1.243750400277234e-15,2.6199925637895534e-15,1.2311297463422685e-15,1.3828271506465371e-15,8.71828017440146,8.343371627337625,8.32640365794309,2.7938811673095294e-14,2.6390726691853746e-14,1.7190105292318584e-14,2.7415707859996476e-15,1.3504347489033635e-15,1.4745964288636198e-15
318700802590865024,9.811040380820842,10.165128386248913,9.855812266346557,9.530843735802819,3.817190617443884e-15,6.3367802323876275e-15,6.559565808535734e-15,5.570093760934265e-15,3.839351798841667e-17,2.7315179164177852e-17,1.3738147516188401e-17,1.4205531758128048e-17,10.320398208666841,9.849901423258032,9.549280030990609,6.387938356223451e-15,6.589302275637843e-15,5.573499770787107e-15,2.916020630336372e-17,1.3678385126766951e-17,1.5634964651911166e-17
360070713564812288,9.913678252528655,10.460987374492579,10.002817225983602,9.618561515100502,3.472871378018819e-15,4.82530811742307e-15,5.728924642107685e-15,5.137778700373223e-15,1.599137205605826e-16,2.4105514995836416e-17,1.7940030930883077e-17,1.821613481323099e-17,10.616379460853924,10.002742664244117,9.636303689052937,4.863716087228326e-15,5.72404361560509e-15,5.144208046444944e-15,2.863721853646288e-17,1.775435891926085e-17,1.986248440655602e-17
814295910644264960,5.028023928468144,9.092095031055326,8.895360968764532,8.659297448241269,3.125722569481529e-13,1.702479877955954e-14,1.588750179005072e-14,1.243028312523926e-14,7.496027845767275e-15,8.878812699360242e-16,3.4731169804416326e-16,3.593786080909036e-16,9.252879125074632,8.89736299567194,8.688935516817516,1.7075300288065442e-14,1.5843634015178237e-14,1.231021940056608e-14,9.353033125564771e-16,3.6700689896115296e-16,3.938981572203635e-16
