wsi_oid,wds_id,wds_dd,wds_comp,wsi_date,wsi_filter,wsi_sep,wsi_sep_e,wsi_pa,wsi_pa_e,wsi_dm,wsi_dm_e,wsi_dm_flag,wsi_nav,wsi_avg,sb_id1,sb_id2,sb_flg1,sb_flg2,wds_mag1,wds_mag2,wds_pm1_ra,wds_pm1_dec,wds_pm2_ra,wds_pm2_dec,wds_notes,epoch_prop_flag,wds_pm1,wds_pm2,wds_ra1,wds_dec1,wds_ra2,wds_dec2,gaia_designation1,gaia_source_id1,gaia_ra1,gaia_dec1,gaia_parallax1,gaia_pmra1,gaia_pmdec1,gaia_pm1,gaia_phot_g_mean_mag1,gaia_phot_bp_mean_mag1,gaia_phot_rp_mean_mag1,gaia_has_xp_continuous1,gaia_ruwe1,gaia_phot_variable_flag1,gaia_non_single_star1,gaia_flag1,gaia_designation2,gaia_source_id2,gaia_ra2,gaia_dec2,gaia_parallax2,gaia_pmra2,gaia_pmdec2,gaia_pm2,gaia_phot_g_mean_mag2,gaia_phot_bp_mean_mag2,gaia_phot_rp_mean_mag2,gaia_has_xp_continuous2,gaia_ruwe2,gaia_phot_variable_flag2,gaia_non_single_star2,gaia_flag2,xm_chk1,xm_chk2,gaia_sep,gaia_br_diff1,gaia_br_diff2,syn1,syn2,syn_dm
183,10426+0335,A  2768,AB,2022.3286,y,0.604,0.01,235.98,0.25,1.8,0.15,,6,2,Gaia DR3 3857564704134866176,,.,$,6.92,8.45,-91.0,27.0,-91.0,27.0,NO,!,94.92101980067427,94.92101980067427,160.65596976338648,3.5831477776865297,160.6558304297609,3.583053908985995,Gaia DR3 3857564704134866176,3857564704134866176,160.65577369365067,3.58326976356741,,,,,6.6910887,6.7001495,6.040323,False,,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,True,False,,0.6598265000000003,,,,
184,11230+0408,"A  2776AB,C","AB,C",2021.3047,V,6.3801,0.2005,61.7,1.8,6.0,0.0,*,1,1,Gaia DR3 3813469473202601856,Gaia DR3 3813469473204274432,.,.,8.13,13.5,-108.0,28.0,-108.0,28.0,V,!,111.57060544785082,111.57060544785082,170.76051874533704,4.138179999852602,170.76208325102257,4.139020201143633,Gaia DR3 3813469473202601856,3813469473202601856,170.76025384849515,4.138294985979627,,,,,8.244168,8.196435,7.54458,True,,NOT_AVAILABLE,0,.,Gaia DR3 3813469473204274432,3.813469473204274e+18,170.76179874071846,4.13916365104147,7.776531713482093,-111.57676980378608,33.358051345050335,116.45658,12.416501,12.913778,11.6392355,False,1.3946917,NOT_AVAILABLE,0.0,.,True,True,6.367869131175571,0.6518549999999994,1.2745425000000008,8.083960660987604,,
185,04437-0207,A  2802,AB,2022.0713,V,3.1538,0.0207,40.27,0.38,3.5,0.0,:,1,1,Gaia DR3 3226110469020114048,,.,$,9.59,12.7,5.0,-15.0,5.0,-15.0,,!,15.811388300841896,15.811388300841896,70.9249805707297,-2.116788888887696,70.92554723099771,-2.1161204523650867,Gaia DR3 3226110469020114048,3226110469020114048,70.92501782597859,-2.11679295716832,3.2728919439420587,4.811139505156228,-11.23207981579136,12.219111,9.421847,9.660513,9.025167,True,1.0542666,NOT_AVAILABLE,0,!,Gaia DR3 3226110469018589824,3.2261104690185897e+18,70.92558013626554,-2.1161177950447208,3.265623777556545,4.19622943179409,-10.495218784153456,11.303006,12.488512,,,False,1.5330858,NOT_AVAILABLE,0.0,.,True,False,3.1622788185389568,0.6353460000000002,,9.535985832959692,,
186,04437-0207,A  2802,AB,2022.0713,y,3.1469,0.023,40.77,0.42,2.8,0.0,*,1,1,Gaia DR3 3226110469020114048,,.,$,9.59,12.7,5.0,-15.0,5.0,-15.0,,!,15.811388300841896,15.811388300841896,70.9249805707297,-2.116788888887696,70.92555179405431,-2.1161268709871472,Gaia DR3 3226110469020114048,3226110469020114048,70.92501782597859,-2.11679295716832,3.2728919439420587,4.811139505156228,-11.23207981579136,12.219111,9.421847,9.660513,9.025167,True,1.0542666,NOT_AVAILABLE,0,!,Gaia DR3 3226110469018589824,3.2261104690185897e+18,70.92558013626554,-2.1161177950447208,3.265623777556545,4.19622943179409,-10.495218784153456,11.303006,12.488512,,,False,1.5330858,NOT_AVAILABLE,0.0,.,True,False,3.1622788185389568,0.6353460000000002,,9.525503730022685,,
187,06033+1108,A  2807,AB,2022.1068,y,0.5886,0.0058,107.51,1.1,1.5,0.1616,:,2,1,Gaia DR3 3341931439046639360,,.,$,8.49,9.6,-2.0,1.0,-2.0,1.0,,.,2.23606797749979,2.23606797749979,90.82361594053329,11.136059999999794,90.823774856831,11.136010807345167,Gaia DR3 3341931439046639360,3341931439046639360,90.82362118315294,11.136050747102116,1.2180664745958825,0.3159686842172584,-2.462936666142506,2.4831216,8.352526,8.157349,8.086105,True,2.1864116,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,True,False,,0.07124400000000009,,8.247839820159001,,
188,06253+0801,"A  2812AB,C","AB,C",2022.0302,y,12.2417,0.0253,299.23,0.12,4.0,0.0,:,1,1,,Gaia DR3 3325493985028605568,$,.,9.09,12.7,-1.0,-5.0,-1.0,-2.0,,.,5.0990195135927845,2.23606797749979,96.32432884508349,8.011561111111433,96.3213321062831,8.013234940842665,Gaia DR3 3325493985028605184,3325493985028605184,96.3243797948437,8.01164211275204,1.5051343100367112,-1.315053000536665,-5.320403166732083,5.480516,9.626383,8.959407,9.022023,False,1.6589607,VARIABLE,0,!,Gaia DR3 3325493985028605568,3.3254939850286054e+18,96.32137332427114,8.013233277185488,0.6439566560444236,4.521342262730926,-0.0905538052454646,4.5222487,12.111104,12.8193,11.293579,False,1.0743378,NOT_AVAILABLE,0.0,.,False,True,12.152361451071673,-0.06261600000000023,1.5257210000000008,,,
189,06549+1158,A  2833,AB,2022.0988,y,0.5191,0.0005,142.76,0.05,0.8,0.0,q,1,1,Gaia DR3 3351424626737953024,,.,$,8.29,9.21,9.0,-64.0,9.0,-64.0,O,!,64.6297145282261,64.6297145282261,103.73737422172545,11.965465555557008,103.73746341978904,11.965350761244906,Gaia DR3 3351424626737953024,3351424626737953024,103.73738739686772,11.965426427567271,,,,,8.37234,7.9052587,7.36024,False,,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,True,False,,0.5450187,,,,
190,07292+1253,A  2868,AB,2021.094,y,0.6937,0.0014,22.37,0.11,0.9,0.0,:,1,1,,,$,$,8.59,8.98,-10.0,-41.0,-10.0,-41.0,,.,42.20189569201838,42.20189569201838,112.2892877419225,12.87912333333222,112.28936297143755,12.879301526629304,Gaia DR3 3163340484063378560,3163340484063378560,112.28925743910092,12.879141822455132,5.785288138028588,-12.77246653423508,-39.0675948406278,41.102467,8.48592,8.078936,7.4911733,False,2.1188807,NOT_AVAILABLE,0,!,Gaia DR3 3163340484059986688,3.163340484059987e+18,112.2893251982183,12.879320494102451,5.113791624438969,-8.908735455408612,-42.96371968430466,43.877636,8.752757,8.118897,7.535825,False,3.350963,NOT_AVAILABLE,0.0,.,False,False,0.6857668927321039,0.5877627000000007,0.5830720000000005,,,
191,08301+0513,A  2893,AB,2021.3018,y,0.6658,0.0016,170.59,0.34,0.6,0.0104,:,2,1,Gaia DR3 3092781593090312064,Gaia DR3 3092781593091017728,.,.,9.85,9.43,-2.0,-13.0,-2.0,-13.0,,.,13.152946437965904,13.152946437965904,127.52361607412566,5.217692222223056,127.52364643801349,5.217509766456754,Gaia DR3 3092781593090312064,3092781593090312064,127.52359774327462,5.217876788644883,3.764182712530728,-4.430495980678206,-14.80344762875258,15.452229,9.372976,8.941679,8.619671,True,0.96645707,NOT_AVAILABLE,0,!,Gaia DR3 3092781593091017728,3.0927815930910177e+18,127.5236237400992,5.217691103943674,3.842609945674842,-1.8214992056381007,-14.09874106721067,14.2159195,9.764845,8.93621,8.602728,False,1.1675538,NOT_AVAILABLE,0.0,.,True,True,0.6749309122996551,0.3220080000000003,0.33348200000000006,9.112284934926237,,
192,08494+0341,A  2899,AB,2021.3101,y,0.8954,0.0101,231.51,0.65,3.8,0.0,,1,1,Gaia DR3 581201571564630784,,.,$,8.2,13.7,-273.0,-16.0,-273.0,-16.0,O,!,273.4684625327023,273.4684625327023,132.3371174877307,3.6839011102850487,132.33692240580396,3.6837463110155473,Gaia DR3 581201571564630784,581201571564630784,132.33713401920988,3.684028121529265,31.179958377397124,-276.12250443482094,6.489190770643886,276.19873,7.7863955,8.141084,7.1988688,True,1.42784,NOT_AVAILABLE,2,.,,,,,,,,,,,,,,,,$,True,False,,0.9422151999999997,,7.963274676034381,,
193,05353-0154,A  2916,AB,2022.126,y,0.9289,0.0126,65.8,2.4,3.1,0.2211,:,2,1,,,$,$,9.0,13.0,4.0,-12.0,4.0,-12.0,,!,12.649110640673518,12.649110640673518,83.81322612091216,-1.9021366666657484,83.8134616029716,-1.9020308951202136,Gaia DR3 3217347288330451328,3217347288330451328,83.81321809395214,-1.902124006653452,2.4181657784996937,2.2821758220651787,-3.988055819727031,4.594879,9.065672,8.983069,8.908847,True,1.6870444,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,False,False,,0.07422200000000068,,9.054756029214722,,
194,08005+0955,A  2954AB,AB,2021.1761,y,0.603,0.0,335.11,0.0,0.9,0.0,:,1,1,Gaia DR3 3147157867627430016,Gaia DR3 3147157871925411840,.,.,8.42,8.98,-14.0,-30.0,-14.0,-30.0,N,.,33.1058907144937,33.1058907144937,120.1161035013144,9.913477777773943,120.1160319356866,9.913629719945114,Gaia DR3 3147157867627430016,3147157867627430016,120.11621552674984,9.91345238093616,6.888138955778552,-5.6934192077400265,-22.44852317074857,23.159258,8.286137,7.980761,7.396827,True,1.1177508,NOT_AVAILABLE,0,!,Gaia DR3 3147157871925411840,3.147157871925412e+18,120.11614543984828,9.913618818577854,,,,,8.756046,7.962592,7.3998275,False,,NOT_AVAILABLE,0.0,:,True,True,0.6486803131478308,0.5839340000000002,0.5627645000000001,8.231562878455499,,
195,08005+0955,"A  2954AB,C","AB,C",2021.1761,y,3.5813,0.0002,45.23,0.0,4.8,0.0,:,1,1,Gaia DR3 3147157867627430016,,!,$,7.91,12.0,-14.0,-30.0,-14.0,-30.0,N,!,33.1058907144937,33.1058907144937,120.1161035013144,9.913477777773943,120.11682045983224,9.914178381343334,Gaia DR3 3147157867627430016,3147157867627430016,120.11621552674984,9.91345238093616,6.888138955778552,-5.6934192077400265,-22.44852317074857,23.159258,8.286137,7.980761,7.396827,True,1.1177508,NOT_AVAILABLE,0,!,Gaia DR3 3147157871925411328,3.1471578719254113e+18,120.11690802766466,9.914176497293624,6.9490741347933085,-6.936010185166273,-28.159781517217013,29.001406,10.772068,10.697469,9.984264,False,0.81815726,NOT_AVAILABLE,0.0,!,True,False,3.5813890108611437,0.5839340000000002,0.7132050000000003,8.231562878455499,,
196,06114-1650,A  3022,AB,2021.1484,y,1.0829,0.0037,178.73,0.2,1.2,0.0,:,1,1,,,$,$,8.89,8.95,-13.0,-6.0,-13.0,-6.0,,.,14.317821063276352,14.317821063276352,92.85256463724208,-16.828443333324106,92.85257160245308,-16.82874406498706,Gaia DR3 2992645250928018304,2992645250928018304,92.85262619265691,-16.82855767398568,3.265762118906652,-4.996966736558133,1.3885818600924769,5.186312,8.879817,8.333997,8.149797,True,1.9777393,NOT_AVAILABLE,0,!,Gaia DR3 2992645255222280064,2.99264525522228e+18,92.85262188096542,-16.82826136909571,3.148222706172477,-7.432603309042697,0.1911094498843324,7.43506,8.958229,8.422777,8.2150345,True,1.188232,VARIABLE,0.0,.,False,False,1.0668010684621878,0.18420000000000059,0.20774250000000016,8.790869251056094,8.89601360469505,0.10514435363895558
197,00209+3259,AC    1,AB,2020.8841,y,1.8743,0.0038,289.24,0.12,1.5,0.2621,*,2,1,Gaia DR3 2863371030285831680,Gaia DR3 2863371034576236032,.,.,7.27,8.26,6.0,-65.0,6.0,-65.0,O,.,65.27633568147036,65.27633568147036,5.225448455002404,32.977738888889355,5.224862482416487,32.977910451501685,Gaia DR3 2863371030285831680,2863371030285831680,5.225542659048828,32.97772040910494,12.926727772091215,5.790591589435895,-64.29214638618818,64.55239,7.122788,7.3216105,6.7239437,True,1.0080026,NOT_AVAILABLE,0,!,Gaia DR3 2863371034576236032,2.863371034576236e+18,5.224958746106011,32.97788921636741,13.170140509499117,4.721938621616637,-62.72372061220787,62.901207,8.104616,8.108105,7.587231,True,1.3435369,NOT_AVAILABLE,0.0,.,True,True,1.8651787328737455,0.5976667999999998,0.5208740000000001,7.219538710811932,8.200922731142093,0.9813840203301609
198,06117-0440,AC    3,AB,2021.1485,y,0.6457,0.0009,205.98,0.08,2.1,0.0,,1,1,Gaia DR3 3021354775132548736,,.,$,6.34,8.15,-7.0,-2.0,-7.0,-2.0,N,.,7.280109889280518,7.280109889280518,92.93213545213013,-4.665453333332504,92.93205662044714,-4.665614569463002,Gaia DR3 3021354775132548736,3021354775132548736,92.9321069979674,-4.6654715047338975,3.477656082377545,-10.721899253136725,-5.902352535938783,12.239154,6.363591,6.121995,6.206631,True,2.4881287,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,True,False,,-0.08463599999999971,,6.317130692646103,,
199,09525-0806,AC    5AB,AB,2021.1891,y,0.4295,0.0076,35.27,0.58,1.0,0.2357,,25,9,,,$,$,5.43,6.41,-57.0,-42.0,-57.0,-42.0,NO,.,70.80254232723568,70.80254232723568,148.12670244395142,-8.10510333325068,148.12677202968155,-8.105005927411787,Gaia DR3 3771611379066234240,3771611379066234240,148.12661860462586,-8.105218152708222,,,,,5.7817597,5.068325,5.014588,False,,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,False,False,,0.053736999999999924,,,,
200,09525-0806,AC    5AB,AB,2021.2744,y,0.4307,0.0031,35.58,1.77,1.0,0.05,,8,4,,,$,$,5.43,6.41,-57.0,-42.0,-57.0,-42.0,NO,.,70.80254232723568,70.80254232723568,148.12670244395142,-8.10510333325068,148.1267727568968,-8.105006030468447,Gaia DR3 3771611379066234240,3771611379066234240,148.12661860462586,-8.105218152708222,,,,,5.7817597,5.068325,5.014588,False,,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,False,False,,0.053736999999999924,,,,
201,09525-0806,AC    5AB,AB,2021.3648,y,0.4195,0.0018,34.48,0.32,0.6,0.02,,3,1,,,$,$,5.43,6.41,-57.0,-42.0,-57.0,-42.0,NO,.,70.80254232723568,70.80254232723568,148.12670244395142,-8.10510333325068,148.12676907810123,-8.10500727661869,Gaia DR3 3771611379066234240,3771611379066234240,148.12661860462586,-8.105218152708222,,,,,5.7817597,5.068325,5.014588,False,,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,False,False,,0.053736999999999924,,,,
202,09525-0806,AC    5AB,AB,2022.3367,y,0.4127,0.0061,32.6,0.29,1.1,0.4546,,8,3,,,$,$,5.43,6.41,-57.0,-42.0,-57.0,-42.0,NO,.,70.80254232723568,70.80254232723568,148.12670244395142,-8.10510333325068,148.12676483123303,-8.105006755439206,Gaia DR3 3771611379066234240,3771611379066234240,148.12661860462586,-8.105218152708222,,,,,5.7817597,5.068325,5.014588,False,,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,False,False,,0.053736999999999924,,,,
203,19584-0214,AC   12,AB,2020.683,y,1.5385,0.0005,296.63,0.02,1.5,0.0,q,1,1,Gaia DR3 4234372351203617792,Gaia DR3 4234372355502839424,.,.,7.54,8.32,-6.0,22.0,-6.0,22.0,,.,22.80350850198276,22.80350850198276,299.59484831309265,-2.2316800000012744,299.5944659966455,-2.231488445075496,Gaia DR3 4234372351203617792,4234372351203617792,299.5949203585681,-2.2316859607814035,9.192092518930307,-8.109682298749021,27.12263904112856,28.309088,7.376052,7.45403,6.843453,False,1.0553505,NOT_AVAILABLE,0,!,Gaia DR3 4234372355502839424,4.2343723555028393e+18,299.5945406658112,-2.231480492017541,9.23043867301936,-13.61146951108893,26.05272480146452,29.39416,8.236216,7.79989,7.5135484,False,1.0038314,NOT_AVAILABLE,0.0,.,True,True,1.5532880529039965,0.6105770000000001,0.2863416000000001,,,
204,01017-0559,AG   13,AB,2021.896,y,2.6287,0.0291,155.38,0.46,1.6,0.0,*,2,1,Gaia DR3 2524455474487217536,Gaia DR3 2524455474487896320,.,.,9.09,10.55,60.0,25.0,60.0,25.0,,!,65.0,65.0,15.42530979095358,-5.977083333270082,15.42561565213902,-5.977747146196469,Gaia DR3 2524455474487217536,2524455474487217536,15.425356419649756,-5.977172168803633,7.914438563531855,67.06491740142647,8.409085008840595,67.59006,8.871669,9.131924,8.42083,True,0.8614156,NOT_AVAILABLE,0,!,Gaia DR3 2524455474487896320,2.524455474487896e+18,15.425666184028405,-5.977832637837777,6.995130147741115,64.18332082067742,5.836814536992351,64.44817,10.174756,10.365977,9.421578,False,6.1327343,NOT_AVAILABLE,0.0,.,True,True,2.623638709647989,0.7110939999999992,0.9443990000000007,8.982815940669944,,
205,01562+3602,AG   25,AB,2020.9389,y,5.4729,0.003,70.59,0.03,0.3,0.0,*,1,1,Gaia DR3 330287898505805696,,.,$,9.38,9.72,-4.0,-12.0,-1.0,-12.0,V,.,12.649110640673518,12.041594578792296,29.041728012563382,36.04622444444326,29.043517886965947,36.04672964960957,Gaia DR3 330287898505805696,330287898505805696,29.04173747932316,36.04622139260297,3.364770754161632,-2.273360449192704,-11.722775720724728,11.9411745,9.381295,9.507366,9.1413355,True,1.2582344,NOT_AVAILABLE,0,.,Gaia DR3 330287898506090496,3.302878985060905e+17,29.04351223558392,36.0467317591601,3.343662569991652,-1.346576364242543,-12.126000455648068,12.20054,9.597061,9.795756,9.252232,False,1.2345227,NOT_AVAILABLE,0.0,.,True,False,5.482869716507971,0.36603049999999904,0.5435240000000015,9.43324372225269,,
206,02069+1437,AG   31AB,AB,2021.8468,y,34.0079,0.0725,146.29,0.12,4.1,0.0,:,1,1,Gaia DR3 77513890426575744,,.,$,9.82,13.37,-7.0,-11.0,10.0,-26.0,,.,13.038404810405298,27.85677655436824,31.72867617571451,14.657228888887438,31.734173220147497,14.64930390425104,Gaia DR3 77515127377154816,77515127377154816,31.72868208161445,14.65722956576232,3.0765262651318013,-8.49966844802145,-11.928057037475986,14.646601,9.643502,9.757702,9.41843,True,1.129107,NOT_AVAILABLE,0,.,Gaia DR3 77515058657678592,7.75150586576786e+16,31.73407897041478,14.649492868107156,2.1793867060847814,3.359302587437176,-20.24126123253036,20.518127,13.336137,13.217798,13.556664,True,1.0476965,NOT_AVAILABLE,0.0,.,False,False,33.60151785805418,0.33927199999999935,-0.33886599999999945,9.69395124235023,13.376481027177114,3.682529784826883
207,02389+1526,AG   43,AB,2020.8886,V,2.989,0.0018,62.27,0.03,1.0,0.0,*,1,1,,,$,$,9.9,9.9,-22.0,-19.0,-22.0,-19.0,N,!,29.068883707497267,29.068883707497267,39.73160689550784,15.438165555533825,39.732369327298265,15.438551887109297,Gaia DR3 81276006899534592,81276006899534592,39.73162759507823,15.438200256415534,6.220243675577058,-17.543235946274283,-8.885627846406038,19.665186,9.849324,10.12993,9.381472,False,9.253226,NOT_AVAILABLE,0,!,Gaia DR3 81276006900199040,8.127600690019904e+16,39.73087140377349,15.437816063053024,6.163537348648333,-16.440208118650425,-9.796347881601928,19.13763,9.863156,10.107533,9.441354,False,1.1701915,NOT_AVAILABLE,0.0,.,False,False,2.966256325945016,0.7484579999999994,0.6661789999999996,,,
208,03085+3910,AG   62AB,AB,2020.8831,V,10.7014,0.0098,35.13,0.21,2.9,1.9131,:,3,3,Gaia DR3 142699914749944960,,.,$,10.24,10.0,-4.0,0.0,11.0,-3.0,U,.,4.0,11.40175425099138,47.11443540534551,39.16099999999776,47.116727546241904,39.16341779149007,Gaia DR3 142699914749944960,142699914749944960,47.11450727306508,39.16102773079339,2.505787638764237,-2.273064987550275,1.0229594799383164,2.4926434,10.228617,10.37534,9.969292,False,1.2462884,NOT_AVAILABLE,0,.,Gaia DR3 142699914749945088,1.4269991474994509e+17,47.11666484861812,39.16347271368498,1.621764127118953,11.781194803379558,-4.964842181714857,12.784608,10.0196,10.69117,9.236041,True,0.99566394,NOT_AVAILABLE,0.0,.,True,False,10.66507740800815,0.4060480000000002,1.4551289999999995,,10.42778036530093,
209,03085+3910,AG   62AC,AC,2020.8831,V,13.306,0.0046,215.9,0.02,5.2,0.7,:,2,2,Gaia DR3 142699914749944960,Gaia DR3 142699532496937856,.,.,10.24,11.58,-4.0,0.0,11.0,-13.0,U,.,4.0,17.029386365926403,47.11443540534551,39.16099999999776,47.11172633952427,39.157948184915874,Gaia DR3 142699914749944960,142699914749944960,47.11450727306508,39.16102773079339,2.505787638764237,-2.273064987550275,1.0229594799383164,2.4926434,10.228617,10.37534,9.969292,False,1.2462884,NOT_AVAILABLE,0,.,Gaia DR3 142699532496937856,1.4269953249693786e+17,47.11170872222098,39.15808036677993,1.8732296153715409,13.754940250685882,-11.298390564222716,17.800337,11.654633,11.900659,11.254286,False,1.5419066,NOT_AVAILABLE,0.0,.,True,True,13.17606036257625,0.4060480000000002,0.6463729999999988,,,
210,03155+3840,AG   64,AB,2021.0333,y,8.8931,0.0023,237.13,0.01,1.3,0.0,:,1,1,Gaia DR3 235644312705236480,Gaia DR3 235644312705236992,.,.,10.33,10.4,-3.0,-1.0,2.0,-12.0,,.,3.1622776601683795,12.16552506059644,48.88602458849079,38.67313444444327,48.88339554102508,38.671744804816605,Gaia DR3 235644312705236480,235644312705236480,48.88601551632699,38.673139101291206,0.9766037098374258,-1.84852597177912,-0.0092775117355478,1.8485492,10.224395,10.31344,10.042305,False,1.3130069,NOT_AVAILABLE,0,.,Gaia DR3 235644312705236992,2.35644312705237e+17,48.8833598709085,38.67181351560588,2.507579145742397,4.200927421081843,-9.66689334233934,10.540238,10.952696,11.217777,10.531136,False,1.324691,NOT_AVAILABLE,0.0,.,True,True,8.859169218943977,0.27113499999999924,0.6866409999999998,,,
211,05331+0228,AG   96,AB,2022.126,y,5.2363,0.0065,234.93,0.07,1.8,0.0,:,1,1,Gaia DR3 3223690443927231360,Gaia DR3 3223690340848017024,.,.,9.66,11.2,4.0,3.0,2.0,1.0,,.,5.0,2.23606797749979,83.26993446096806,2.4693744444441195,83.26873399883333,2.468529817119122,Gaia DR3 3223690443927231360,3223690443927231360,83.2699605204974,2.469381133734018,2.9030077482138013,1.9627527940091605,0.3166671801608178,1.9881339,9.656052,9.6745825,9.601145,True,0.95398426,NOT_AVAILABLE,0,.,Gaia DR3 3223690340848017024,3.223690340848017e+18,83.26876494202013,2.46853461892089,2.85053198474943,1.5420757082062282,-0.1039677298137374,1.5455766,10.636595,10.944338,10.153009,True,1.0573788,NOT_AVAILABLE,2.0,:,True,True,5.27045734188366,0.07343749999999893,0.7913289999999993,9.661126583416426,10.805448342087146,1.1443217586707206
212,06010+2014,AG  103,AB,2022.1067,y,15.0613,0.006,103.64,0.02,2.3,0.0,:,1,1,Gaia DR3 3422802099816110720,,.,$,9.14,10.68,1.0,-4.0,1.0,-4.0,,.,4.123105625617661,4.123105625617661,90.2622547367818,20.234732222222423,90.26658783497268,20.23374556766377,Gaia DR3 3422802099816110720,3422802099816110720,90.26222652292329,20.234740495975,0.5754003752807397,0.9097633275146996,-2.771381846783604,2.9168866,9.057184,9.14256,8.8569975,True,1.227763,NOT_AVAILABLE,0,.,Gaia DR3 3422802104114526976,3.422802104114527e+18,90.26658437480768,20.23376857067858,0.5624148900679876,0.8568539945422166,-2.4801456738574754,2.6239896,10.537773,10.646139,10.314667,True,0.96139777,NOT_AVAILABLE,0.0,.,True,False,15.130218055788266,0.2855624999999993,0.33147199999999977,9.103545028230087,10.592492353420546,1.488947325190459
213,06067+2006,AG  105,AB,2022.1067,y,1.3082,0.003,193.63,0.13,1.1,0.094,:,2,1,,,$,$,9.54,10.44,1.0,0.0,1.0,0.0,,.,1.0,1.0,91.67592139951206,20.10505555555549,91.67583021001047,20.10470240049293,Gaia DR3 3374800106502818688,3374800106502818688,91.67589656836546,20.105084368815525,2.27180321729593,-2.988568894956475,-4.736121265303664,5.600213,9.502395,9.289312,9.258047,True,1.0621634,VARIABLE,0,!,Gaia DR3 3374800106505296256,3.3748001065052964e+18,91.67580018645218,20.10473111677133,2.1641744634014084,-3.0013540895268447,-4.309023500643536,5.2512674,10.46775,,,False,1.2278357,NOT_AVAILABLE,0.0,.,False,False,1.312785602957229,0.03126500000000121,,9.523099960132456,,
214,06249+3150,AG  111,AB,2021.0337,V,7.1406,0.0025,164.77,0.02,1.4,0.0,:,1,1,Gaia DR3 3438769589929973760,Gaia DR3 3438769482555022720,.,.,10.18,10.7,-1.0,-2.0,1.0,2.0,N,.,2.23606797749979,2.23606797749979,96.21786976887697,31.83010222222226,96.21849350078362,31.828206160873385,Gaia DR3 3438769589929973760,3438769589929973760,96.2178767664912,31.83012050709477,1.7332590528307044,-1.165010660853289,-1.4487371998854353,1.859056,10.183092,10.260376,10.028232,True,1.0265324,NOT_AVAILABLE,0,.,Gaia DR3 3438769589929974400,3.4387695899299743e+18,96.21849166839894,31.828208288048533,1.7505136323528592,-0.9490859160523574,-1.212591733208209,1.5398515,10.966323,11.049444,10.801066,False,0.9390534,NOT_AVAILABLE,0.0,.,True,False,7.1362867058913855,0.23214400000000168,0.24837799999999888,10.217547750868558,,
215,06249+3150,AG  111,AB,2021.0337,y,7.1484,0.0037,164.78,0.03,1.1,0.0,*,1,1,Gaia DR3 3438769589929973760,Gaia DR3 3438769482555022720,.,.,10.18,10.7,-1.0,-2.0,1.0,2.0,N,.,2.23606797749979,2.23606797749979,96.21786976887697,31.83010222222226,96.21849377708912,31.82820397928941,Gaia DR3 3438769589929973760,3438769589929973760,96.2178767664912,31.83012050709477,1.7332590528307044,-1.165010660853289,-1.4487371998854353,1.859056,10.183092,10.260376,10.028232,True,1.0265324,NOT_AVAILABLE,0,.,Gaia DR3 3438769589929974400,3.4387695899299743e+18,96.21849166839894,31.828208288048533,1.7505136323528592,-0.9490859160523574,-1.212591733208209,1.5398515,10.966323,11.049444,10.801066,False,0.9390534,NOT_AVAILABLE,0.0,.,True,False,7.1362867058913855,0.23214400000000168,0.24837799999999888,10.20075948241938,,
216,06284+3116,AG  113AB,AB,2021.0337,V,11.3045,0.0039,316.17,0.02,1.7,0.0,:,1,1,Gaia DR3 3435679000184114432,Gaia DR3 3435679000183848832,.,.,10.1,10.26,9.0,-60.0,5.0,-56.0,NV,.,60.67124524847005,56.22277118748239,97.09846346196338,31.26381666666233,97.0958985559244,31.26609970843581,Gaia DR3 3435679000184114432,3435679000184114432,97.09839189612212,31.26379107680124,12.126173882139362,3.4379850574870603,-54.53832172758818,54.646576,9.741921,10.140494,9.136461,False,16.14103,NOT_AVAILABLE,0,.,Gaia DR3 3435679000183848832,3.435679000183849e+18,97.09586239359432,31.266052041283107,10.978190200666464,1.8969461755828303,-57.33835262686426,57.369724,10.121237,10.529095,9.545301,False,1.2323521,NOT_AVAILABLE,0.0,.,True,True,11.26224537255462,1.0040329999999997,0.9837939999999996,,,
