wsi_oid,wds_id,wds_dd,wds_comp,wsi_date,wsi_filter,wsi_sep,wsi_sep_e,wsi_pa,wsi_pa_e,wsi_dm,wsi_dm_e,wsi_dm_flag,wsi_nav,wsi_avg,sb_id1,sb_id2,sb_flg1,sb_flg2,wds_coord1,wds_mag1,wds_mag2,wds_pm1_ra,wds_pm1_dec,wds_pm2_ra,wds_pm2_dec,wds_notes,epoch_prop_flag,wds_pm1,wds_pm2,wds_ra1_J2000,wds_dec1_J2000,wds_ra2_J2000,wds_dec2_J2000,wds_ra1_J2016,wds_dec1_J2016,wds_ra2_J2016,wds_dec2_J2016
581,05417-0254,BU 1052,AB,2021.1355,y,0.6449,0.0019,183.1,0.38,1.5,0.0816,,9,3,,,$,$,05 41 40.34 -02 53 47.3,6.68,8.22,54.0,17.0,54.0,17.0,NO,.,56.61271941887264,56.61271941887264,85.41808333333333,-2.896472222222222,85.41807363332127,-2.896651098971818,85.41832364031288,-2.8963966666424064,85.41831394033879,-2.8965755433920006
582,05417-0254,BU 1052,AB,2021.1812,y,0.637,0.0034,181.53,0.98,1.4,0.0738,,3,1,,,$,$,05 41 40.34 -02 53 47.3,6.68,8.22,54.0,17.0,54.0,17.0,NO,.,56.61271941887264,56.61271941887264,85.41808333333333,-2.896472222222222,85.41807860280812,-2.896649103582729,85.41832364031288,-2.8963966666424064,85.4183189098252,-2.8965735480029124
583,08113-1256,BU 1064AC,AC,2021.1485,y,31.4011,0.1095,128.12,0.2,7.1,0.0,*,1,1,Gaia DR3 5726736979617591808,Gaia DR3 5726736979614543104,.,.,08 11 16.32 -12 55 37.3,4.82,13.2,-25.0,9.0,-25.0,9.0,N,!,26.570660511172846,26.570660511172846,122.818,-12.927027777777775,122.82504077448417,-12.932412191685092,122.8178859996579,-12.92698777775367,122.82492677168251,-12.93237219166097
584,08250+0926,BU 1066,AB,2021.2826,y,2.5042,0.0976,181.52,0.48,5.5,0.1564,*,2,1,Gaia DR3 600283973821694208,,.,$,08 25 01.07 +09 25 33.7,6.9,13.3,-11.0,9.0,-11.0,9.0,,!,14.212670403551895,14.212670403551895,126.25445833333332,9.426027777777778,126.2544396291178,9.425332411433224,126.25440877530032,9.426067777773698,126.25439007118464,9.42537241142914
585,13007+5622,BU 1082,AB,2021.2829,y,0.5748,0.0012,152.95,0.12,3.1,0.0,,1,1,Gaia DR3 1576850723937017216,,.,$,13 00 43.59 +56 21 58.8,5.02,7.88,107.0,-11.0,107.0,-11.0,NO,!,107.56393447619884,107.56393447619884,195.181625,56.36633333333334,195.1817560949765,56.36619113253361,195.18248358703744,56.36628444147855,195.1826146788108,56.36614224067883
586,22361+7253,BU 1092AB,AB,2021.8029,y,0.3776,0.006,224.72,0.09,0.4,0.2,,6,2,Gaia DR3 2231007778225666944,,.,$,22 36 08.65 +72 52 51.1,8.3,8.3,93.0,47.0,93.0,47.0,NO,!,104.20172743289817,104.20172743289817,339.0360416666667,72.8808611111111,339.0357909393164,72.88078658174776,339.0374458615676,72.8810699951562,339.0371951282869,72.88099546579288
587,00209+1059,BU 1093,AB,2020.9389,y,0.799,0.0006,120.29,0.04,1.8,0.0,q,1,1,Gaia DR3 2754299652899648768,Gaia DR3 2754299652898830592,.,.,00 20 54.59 +10 58 36.8,6.73,8.55,-40.0,-29.0,-40.0,-29.0,O,.,49.4064773081425,49.4064773081425,5.227458333333332,10.976888888888888,5.227653550323833,10.976776945170274,5.227277242408867,10.976759999948502,5.227472459467993,10.976648056229893
588,00365+5831,"BU 1096AB,C","AB,C",2021.885,y,35.4886,0.0012,240.86,0.0,1.4,0.0,*,1,1,Gaia DR3 425005606864893568,Gaia DR3 425005709942787200,.,.,00 36 36.49 +58 30 57.7,8.79,9.74,26.0,16.0,12.0,4.0,,.,30.52867504494749,12.649110640673518,9.152041666666666,58.51602777777778,9.135557404951166,58.51122644211248,9.152262927689078,58.51609888869751,9.135659511296591,58.51124421984945
589,01259+6808,BU 1101AB,AB,2021.7978,y,3.2994,0.0001,26.15,0.0,5.7,0.0,,1,1,Gaia DR3 531667443164972416,,.,$,01 25 55.90 +68 07 47.8,4.68,14.0,74.0,26.0,74.0,26.0,N,!,78.43468620451031,78.43468620451031,21.482916666666664,68.12994444444443,21.484001052519076,68.13076713099491,21.483799587602974,68.1300599976465,21.484884005040744,68.13088268419689
590,01259+6808,BU 1101AD,AD,2021.7978,y,18.69,0.0003,134.4,0.0,6.9,0.0,,1,1,Gaia DR3 531667443164972416,Gaia DR3 531667443162413312,.,.,01 25 55.90 +68 07 47.8,4.68,10.0,74.0,26.0,74.0,26.0,NL U,!,78.43468620451031,78.43468620451031,21.482916666666664,68.12994444444443,21.49287288181678,68.12631172651781,21.483799587602974,68.1300599976465,21.49375566331153,68.12642727972032
591,17104-1544,BU 1118AB,AB,2020.5434,y,0.4522,0.0046,227.2,0.47,0.9,0.1633,q,10,3,,,$,$,17 10 22.66 -15 43 30.5,3.05,3.27,45.0,64.0,45.0,64.0,NO,!,78.2368199762746,78.2368199762746,257.5944166666667,-15.725138888888884,257.5943209184281,-15.725224234245172,257.5946244428381,-15.724854444350571,257.5945286946867,-15.724939789706855
592,17104-1544,BU 1118AB,AB,2020.6064,y,0.4459,0.0038,227.03,0.1,0.8,0.0525,q,3,1,,,$,$,17 10 22.66 -15 43 30.5,3.05,3.27,45.0,64.0,45.0,64.0,NO,!,78.2368199762746,78.2368199762746,257.5944166666667,-15.725138888888884,257.59432251220335,-15.725223314500914,257.5946244428381,-15.724854444350571,257.594530288461,-15.724938869962603
593,17104-1544,BU 1118AB,AB,2021.5419,y,0.4066,0.0024,226.29,0.56,0.9,0.0816,q,9,3,,,$,$,17 10 22.66 -15 43 30.5,3.05,3.27,45.0,64.0,45.0,64.0,NO,!,78.2368199762746,78.2368199762746,257.5944166666667,-15.725138888888884,257.59433185072027,-15.725216934452922,257.5946244428381,-15.724854444350571,257.5945396269714,-15.724932489914606
594,17104-1544,BU 1118AB,AB,2022.4932,y,0.3501,0.0003,224.32,0.05,1.2,0.0,q,1,1,,,$,$,17 10 22.66 -15 43 30.5,3.05,3.27,45.0,64.0,45.0,64.0,NO,!,78.2368199762746,78.2368199762746,257.5944166666667,-15.725138888888884,257.59434607959827,-15.725208466282796,257.5946244428381,-15.724854444350571,257.5945538558408,-15.72492402174448
595,23301+6503,BU 1150,AB,2021.8002,y,0.6997,0.0014,64.97,0.12,1.0,0.0,:,1,1,,,$,$,23 30 06.28 +65 03 11.0,9.77,10.07,-21.0,-35.0,-21.0,-35.0,,.,40.8166632639171,40.8166632639171,352.52616666666665,65.05305555555556,352.5265842042012,65.05313778774985,352.52594538295773,65.05289999983898,352.52636291980946,65.05298223203327
596,23527+6042,"BU 1153AB,C","AB,C",2021.8849,V,13.8607,0.0066,335.55,0.03,1.1,0.0,:,1,1,,Gaia DR3 2011849547172205824,$,.,23 52 42.86 +60 41 04.3,11.14,12.25,5.0,-2.0,-5.0,-4.0,N,.,5.385164807134504,6.4031242374328485,358.1785833333333,60.68452777777777,358.17532821309044,60.68803265814165,358.17862872018384,60.68451888888134,358.1752828213075,60.68801488035648
597,03058+4342,BU 1175,AB,2020.8831,y,0.7067,0.0006,273.79,0.05,1.6,0.0,q,1,1,Gaia DR3 432916386859410688,,.,$,03 05 46.39 +43 42 08.9,7.23,8.8,-4.0,-3.0,-4.0,-3.0,,.,5.0,5.0,46.44329166666666,43.70247222222223,46.44302072163142,43.70248519765042,46.44326707563685,43.70245888888647,46.442996130596285,43.70247186431467
598,18261+0047,BU 1203,AB,2020.5357,y,0.5323,0.0004,158.66,0.04,1.0,0.0,q,1,1,Gaia DR3 4276317590231748352,,.,$,18 26 03.38 +00 46 49.7,7.11,8.73,17.0,8.0,17.0,8.0,NO,.,18.788294228055936,18.788294228055936,276.5140833333333,0.7804722222222221,276.5141371452167,0.780334498852487,276.5141588958987,0.7805077777765477,276.5142127077796,0.7803700544068128
599,21040-1807,BU 1211,AB,2021.6851,y,0.9235,0.0008,335.61,0.05,1.3,0.0,:,1,1,Gaia DR3 6881704125605443200,Gaia DR3 6881704121309616256,.,.,21 04 01.54 -18 06 43.5,7.91,8.79,-12.0,-26.0,-12.0,-26.0,,.,28.635642126552707,28.635642126552707,316.0064166666666,-18.11208333333333,316.00630521227805,-18.11184969915336,316.00636055287106,-18.112198888878986,316.00624909855736,-18.111965254699005
600,23453+0507,BU 1223AB,AB,2021.8766,y,1.5976,0.0042,297.14,0.15,3.1,0.0,q,1,1,Gaia DR3 2744088763290869760,Gaia DR3 2744088763289448064,.,.,23 45 18.24 +05 06 58.4,8.06,10.72,7.0,-32.0,7.0,-31.0,,.,32.7566787083184,31.78049716414141,356.326,5.116222222222222,356.32560350475205,5.116424658559266,356.3260312355506,5.116080000001448,356.3256347403128,5.116286880782868
601,05013+2632,BU 1238,AB,2022.0794,y,1.5429,0.0197,18.31,0.34,3.4,0.2518,:,2,1,Gaia DR3 3420435538477382400,Gaia DR3 3420435542771420544,.,.,05 01 18.91 +26 32 03.5,7.56,10.52,-3.0,-5.0,2.0,-6.0,,.,5.830951894845301,6.324555320336759,75.32879166666666,26.53430555555556,75.32894216223794,26.53471243991909,75.32877676354639,26.5342833333329,75.3289520976863,26.53468577325249
602,17136-0917,BU 1247AB,AB,2022.4931,y,1.4811,0.0096,340.31,0.14,2.1,0.0,*,2,1,Gaia DR3 4359554808039301760,Gaia DR3 4359554812338411392,.,.,17 13 37.36 -09 17 01.9,7.6,10.44,-7.0,-17.0,-9.0,-15.0,W,.,18.384776310850235,17.4928556845359,258.4056666666666,-9.28386111111111,258.4055262079767,-9.28347375021091,258.40563514262203,-9.283936666664111,258.405485677108,-9.283540416874263
603,17225+0422,BU 1248,AB,2020.5682,V,8.4371,0.0055,176.79,0.04,2.9,0.0,:,1,1,Gaia DR3 4389949299459527168,Gaia DR3 4389949299460255744,.,.,17 22 27.12 +04 21 46.7,8.38,10.65,-4.0,1.0,-19.0,-5.0,,.,4.123105625617661,19.6468827043885,260.61300000000006,4.362972222222221,260.61313161484696,4.360632260476557,260.61298217055486,4.362976666666386,260.6130469252494,4.360610038249933
604,17420+1557,BU 1251AB,AB,2021.748,y,1.4766,0.0162,97.6,0.83,3.1,0.252,*,3,1,Gaia DR3 4548845321128406528,Gaia DR3 4548845325427355008,.,.,17 41 58.64 +15 57 07.8,5.59,9.38,1.0,114.0,-7.0,103.0,O,.,114.00438588054408,103.23759005323592,265.4943333333333,15.952166666666669,265.4947561799981,15.952112419091616,265.494337955793,15.952673333325416,265.4947238227968,15.952570196859872
605,22397+6124,BU 1265AB,AB,2021.8001,V,39.5296,0.0029,166.22,0.0,1.0,0.0,:,1,1,,,$,$,22 39 44.46 +61 24 26.1,10.19,10.75,-13.0,-7.0,-13.0,-8.0,,.,14.7648230602334,15.264337522473747,339.93525,61.40725,339.9407132119994,61.39658549088316,339.9351292727905,61.40721888883592,339.9405925260181,61.39654993527473
606,22397+6124,BU 1265BC,BC,2021.8001,V,0.536,0.0033,49.52,0.36,0.1,0.0,:,1,1,Gaia DR3 2201095736195695232,,.,$,22 39 45.77 +61 23 47.5,10.75,10.9,-14.0,-10.0,-14.0,-10.0,,!,17.204650534085253,17.204650534085253,339.9407083333333,61.39652777777778,339.94094488949725,61.39662443364512,339.94057836409206,61.39648333327207,339.94081491985395,61.3965799891394
607,12295+2931,BU 1324AB,AB,2022.3205,V,2.3419,0.0072,224.58,0.67,1.5,0.0591,:,2,1,Gaia DR3 4011649606521071488,Gaia DR3 4011649610817012864,.,.,12 29 30.02 +29 30 45.8,9.78,10.64,-1.0,-7.0,1.0,-5.0,T,.,7.071067811865476,5.0990195135927845,187.3750833333333,29.512722222222223,187.37455864711015,29.51225886905629,187.3750782262241,29.512691111111508,187.37456375419637,29.512236646834307
608,08140+2708,BU 1420,AB,2021.154,V,19.7936,0.0291,301.27,0.08,4.4,0.0,,1,1,Gaia DR3 683600296346431360,Gaia DR3 683601052260675584,.,.,08 14 02.08 +27 07 45.2,8.81,10.6,-4.0,0.0,-4.0,6.0,,.,4.0,7.211102550927978,123.50866666666664,27.129222222222214,123.50338607878471,27.13207609473217,123.50864669119473,27.129222222220804,123.50336610279818,27.13210276139701
609,19579-0904,BU 1475AB,AB,2020.683,y,10.5403,0.003,112.77,0.02,2.5,0.0,*,1,1,Gaia DR3 4192181964040123264,,.,$,19 57 53.70 -09 03 30.3,7.77,9.47,-4.0,-14.0,-4.0,-14.0,,.,14.560219778561036,14.560219778561036,299.47374999999994,-9.058416666666668,299.47648378433433,-9.0595498349474,299.47373199770067,-9.058478888887484,299.4764657819783,-9.059612057168218
610,00052+4514,BU 9001AC,AC,2021.849,y,21.2324,0.0707,235.73,0.19,5.9,0.0,*,1,1,Gaia DR3 386612584958214400,,.,$,00 05 09.75 +45 13 44.5,6.69,10.58,-27.0,-20.0,-31.0,-22.0,NV,.,33.60059523282288,38.01315561749642,1.2906249999999992,45.22902777777778,1.2837048433590903,45.225706506352594,1.290454612191824,45.22893888876359,1.2835092243733814,45.22560872840937
611,05182+3739,BU 9002,AB,2021.0772,y,2.6604,0.0089,68.34,0.19,1.8,0.0,*,1,1,Gaia DR3 187174266742262784,Gaia DR3 187174266738182016,.,.,05 18 10.18 +37 39 00.5,7.99,9.72,-2.0,-2.0,4.0,-2.0,N,.,2.8284271247461903,4.47213595499958,79.54241666666667,37.65013888888889,79.54328413416651,37.65041164914258,79.54240543985648,37.6501299999996,79.54330658786935,37.65040276025172
612,03171+6705,BVD  31,AB,2021.0387,V,53.2765,0.0073,163.54,0.01,2.0,0.0,:,1,1,,,$,$,03 17 06.33 +67 05 26.8,8.01,9.67,42.0,-35.0,31.0,-30.0,U,.,54.67174773134658,43.139309220245984,49.276375,67.09077777777777,49.28714069868423,67.07658488413033,49.27685452424095,67.0906222215051,49.28749442624092,67.07645155040736
613,03171+6705,BVD  31,AB,2021.8606,y,53.0374,0.002,163.81,0.0,2.4,0.0,*,1,1,,,$,$,03 17 06.33 +67 05 26.8,8.01,9.67,42.0,-35.0,31.0,-30.0,U,.,54.67174773134658,43.139309220245984,49.276375,67.09077777777777,49.28692134569631,67.07662907896699,49.27685452424095,67.0906222215051,49.28727507389817,67.07649574524402
614,08213+3419,BVD 161AD,AD,2021.1541,y,5.097,0.0791,41.12,0.89,5.7,0.0,*,1,1,,,$,$,08 21 20.73 +34 18 35.9,8.59,9.3,-115.0,-111.0,-118.0,-106.0,N,.,159.8311609167624,158.61904047118682,125.33637499999998,34.30997222222222,125.33750226120544,34.31103881227647,125.33575622521133,34.30947888734089,125.33686733623205,34.31056769953473
615,11317+5602,CBL  50,AB,2022.3012,V,20.6298,0.0163,220.22,0.2,3.3,0.0,:,1,1,,,$,$,11 31 40.46 +56 01 38.2,10.8,13.4,-59.0,-50.0,-72.0,-61.0,V,.,77.33692520394123,94.36630754670864,172.91858333333332,56.027277777777776,172.91196215255087,56.02290195871733,172.91811407496044,56.027055554668486,172.91138956388718,56.02263084628447
616,02053+2906,CHE  39AB,AB,2020.9389,y,18.8024,0.0001,40.02,0.0,5.5,0.0,,1,1,,,$,$,02 05 16.97 +29 06 14.6,7.95,9.9,33.0,-11.0,-14.0,-18.0,N,.,34.785054261852174,22.80350850198276,31.32070833333333,29.10405555555555,31.324552433021346,29.108055293631693,31.320876194441425,29.10400666656293,31.324481216471707,29.107975293614125
617,02093+2822,CHE  63,AB,2021.8467,V,27.9375,0.1132,13.96,0.23,0.4,0.0,:,1,1,,,$,$,02 09 23.15 +28 22 38.5,10.46,10.53,-2.0,-15.0,-6.0,-8.0,,.,15.132745950421556,10.0,32.34645833333333,28.37736111111111,32.34858633152827,28.38489230255949,32.34644823045191,28.377294444445106,32.348556020722675,28.384856747001127
618,07163-0635,"CHE  84AB,C","AB,C",2021.1513,V,2.0977,0.0134,246.56,0.37,1.0,0.0,:,1,1,Gaia DR3 3058037781573335296,Gaia DR3 3058037781573335424,!,.,07 16 15.75 -06 34 59.3,9.71,9.88,26.0,19.0,26.0,19.0,N,!,32.202484376209235,32.202484376209235,109.06562499999998,-6.583138888888889,109.06508684260191,-6.583370677754372,109.0657413225011,-6.583054444432305,109.06520316515734,-6.583286233297789
619,07163-0635,"CHE  84AB,C","AB,C",2021.1513,y,2.0081,0.016,248.08,0.46,0.6,0.0,:,1,1,Gaia DR3 3058037781573335296,Gaia DR3 3058037781573335424,!,.,07 16 15.75 -06 34 59.3,9.71,9.88,26.0,19.0,26.0,19.0,N,!,32.202484376209235,32.202484376209235,109.06562499999998,-6.583138888888889,109.06510408559728,-6.583347123923598,109.0657413225011,-6.583054444432305,109.06522040814718,-6.583262679467016
620,23225+4146,CHE 439,AB,2020.8841,V,6.3307,0.0234,16.31,0.21,4.7,0.0,q,1,1,,,$,$,23 22 30.20 +41 46 03.2,8.8,10.3,9.0,3.0,22.0,14.0,,.,9.486832980505138,26.0768096208106,350.6258333333333,41.76755555555556,350.6264954846775,41.76924331175366,350.6258869631919,41.76756888887621,350.6266265834363,41.76930553390041
621,23225+4146,CHE 439,AB,2020.8841,y,6.4233,0.038,16.77,0.34,4.7,0.0,*,1,1,,,$,$,23 22 30.20 +41 46 03.2,8.8,10.3,9.0,3.0,22.0,14.0,,.,9.486832980505138,26.0768096208106,350.6258333333333,41.76755555555556,350.6265235820137,41.76926392059174,350.6258869631919,41.76756888887621,350.6266546808146,41.769326142738485
622,02291+6724,"CHR   6Aa,Ab","Aa,Ab",2021.9602,y,0.6008,0.0062,18.16,1.6,3.8,0.0,,6,2,Gaia DR3 517650349234855424,Gaia DR3 517650349234855424,!,!,02 29 03.96 +67 24 08.7,4.66,7.88,-18.0,12.0,-18.0,12.0,NO,!,21.633307652783937,21.633307652783937,37.2665,67.40241666666667,37.26663536503604,67.40257524274172,37.26629180520784,67.40246999986498,37.26642716885943,67.40262857594004
623,15513-0305,CHR  51,AB,2022.4889,y,0.3742,0.0345,62.23,1.55,2.7,0.05,q,3,2,Gaia DR3 4402884744523453312,,.,$,15 51 15.65 -03 05 25.5,5.2,7.8,-84.0,-27.0,-84.0,-27.0,NO,!,88.23264701911646,88.23264701911646,237.8152083333333,-3.090416666666667,237.81530043992825,-3.0903682365125804,237.81483445623468,-3.090536666599135,237.81492656284664,-3.09048823644505
624,22373+6913,CHR 113,AB,2021.8001,y,0.5241,0.0014,356.04,0.16,2.4,0.0,,1,1,Gaia DR3 2226085608267475072,,.,$,22 37 19.15 +69 12 31.1,7.48,9.48,16.0,-1.0,16.0,-1.0,,.,16.0312195418814,16.0312195418814,339.32979166666667,69.20863888888888,339.3297633426705,69.20878412464062,339.3299919987938,69.20863444432828,339.3299636761351,69.20877968008001
625,04375+1509,CHR 153,AB,2022.0711,y,0.6468,0.0055,140.4,0.48,3.7,0.0,,1,1,Gaia DR3 3309493720019304576,,.,$,04 37 31.98 +15 08 47.2,7.6,11.1,103.0,-28.0,103.0,-28.0,NC,!,106.7379969832674,106.7379969832674,69.38325,15.146444444444445,69.38336864537281,15.146306008867512,69.38372425248926,15.146319999506906,69.38384289755189,15.14618156392998
626,04404+1631,CHR 154,AB,2021.9538,y,0.5211,0.017,177.24,4.87,2.4,0.3352,:,3,1,Gaia DR3 3310104945406638464,,.,$,04 40 25.41 +16 30 49.4,9.79,11.54,94.0,-20.0,94.0,-20.0,NO,!,96.1041102138717,96.1041102138717,70.105875,16.51372222222222,70.10588226993593,16.513577640132453,70.10631075159775,16.51363333288314,70.10631802120768,16.513488750793385
627,04404+1631,CHR 154,AB,2022.085,y,0.5233,0.0191,176.09,2.15,2.7,0.1016,:,3,1,Gaia DR3 3310104945406638464,,.,$,04 40 25.41 +16 30 49.4,9.79,11.54,94.0,-20.0,94.0,-20.0,NO,!,96.1041102138717,96.1041102138717,70.105875,16.51372222222222,70.10588533852908,16.51357719945443,70.10631075159775,16.51363333288314,70.10632108979985,16.51348831011536
628,13155+4051,CHR 180,AB,2021.3567,y,0.6807,0.0056,68.82,0.47,4.2,0.0,,1,1,Gaia DR3 1524888216726645248,,.,$,13 15 32.05 +40 51 18.6,5.87,9.48,-111.0,11.0,-111.0,11.0,O,!,111.5437134042076,111.5437134042076,198.88354166666664,40.85516666666667,198.88377476946687,40.85523498207128,198.8828894242691,40.85521555371793,198.8831225263968,40.85528386912255
629,15496-0326,CHR 259,AB,2022.4957,y,0.4332,0.0048,310.44,0.78,1.8,0.0293,q,3,1,Gaia DR3 4402474042572385536,,.,$,15 49 37.20 -03 25 48.7,3.75,5.39,-98.0,-27.0,-98.0,-27.0,NO,!,101.65136496870072,101.65136496870072,237.40499999999992,-3.430194444444444,237.40490825166123,-3.430116390055272,237.4045636626699,-3.43031444434335,237.4044719143668,-3.4302363899541777
630,21402-1826,COO 243,AB,2020.6314,V,4.8702,0.0066,65.38,0.08,1.0,0.0,*,1,1,Gaia DR3 6830815875613635712,Gaia DR3 6830815875613635584,.,.,21 40 11.07 -18 25 57.8,8.99,9.96,13.0,-53.0,14.0,-52.0,T,.,54.57105459856901,53.85164807134504,325.046125,-18.432722222222225,325.04742135285284,-18.432158629958945,325.04618590241887,-18.43295777776442,325.0474869398565,-18.43238974105521
631,13064+2109,COU  11AB,AB,2022.3259,y,1.8062,0.0017,315.39,0.05,3.2,0.0,*,1,1,Gaia DR3 3943394845252502144,Gaia DR3 3943394849541966848,.,.,13 06 21.28 +21 09 12.6,6.1,8.75,-70.0,-45.0,-75.0,-42.0,NT,.,83.21658488546619,85.95929269136641,196.58866666666663,21.1535,196.58828885992284,21.15385717737995,196.58833307775228,21.153299999676275,196.58793144233456,21.153670510340994
632,01186+1853,COU  34,AB,2021.9533,y,10.843,0.0049,24.16,0.03,1.0,0.0,:,1,1,,Gaia DR3 2786005238917193600,$,.,01 18 33.41 +18 52 53.0,10.86,11.3,1.0,-4.0,2.0,-6.0,,.,4.123105625617661,6.324555320336759,19.63920833333333,18.88138888888889,19.640511207699745,18.88413700075903,19.63921303053097,18.881371111111328,19.64052060224865,18.884110334092544
633,08082+2106,COU  91AB,AB,2022.1397,V,10.816,0.0094,143.99,0.05,2.2,0.0,:,1,1,Gaia DR3 676689831406224128,Gaia DR3 676689831406224384,.,.,08 08 13.18 +21 06 18.2,9.62,11.2,-300.0,-354.0,-300.0,-354.0,NV,.,464.02155122364735,464.02155122364735,122.05491666666664,21.105055555555555,122.05681003380909,21.10262520668919,122.05348748018082,21.103482216259557,122.05538087071815,21.10105186739396
634,13109+2114,COU  96AB,AB,2021.4279,V,10.7216,0.0216,309.98,0.12,5.3,0.0,,1,1,Gaia DR3 3943177318038447104,Gaia DR3 3943177318038447232,.,.,13 10 52.35 +21 14 01.4,6.82,10.8,12.0,-55.0,12.0,-55.0,N,!,56.29387178015028,56.29387178015028,197.718125,21.233722222222223,197.71567663409945,21.235635772412454,197.71818221770843,21.23347777777192,197.71573385255047,21.23539132796217
635,11065+2355,COU 293,AB,2021.2992,V,2.0654,0.0037,61.12,0.1,1.0,0.0,:,1,1,,,$,$,11 06 27.03 +23 54 41.7,10.78,11.53,-32.0,-43.0,-32.0,-43.0,,.,53.60037313302959,53.60037313302959,166.61262499999998,23.911583333333333,166.61317453692456,23.91186042685631,166.61246942533242,23.91139222214692,166.61301896192342,23.911669315669904
636,14525+2348,COU 305,AB,2021.3623,y,3.6829,0.0233,65.36,0.36,5.6,0.0,*,1,1,Gaia DR3 1266150522001655808,,.,$,14 52 29.24 +23 48 04.7,7.37,12.5,-21.0,23.0,-21.0,24.0,T,.,31.144823004794876,31.89043743820395,223.1218333333333,23.801305555555555,223.1228496498878,23.801732068321105,223.12173132409,23.80140777774266,223.12274764030605,23.801838734952597
637,05563+2005,COU 375,AB,2022.1067,V,0.9692,0.0078,117.92,0.46,1.4,0.0,:,1,1,,,$,$,05 56 20.53 +20 04 54.5,10.8,12.3,-15.0,-14.0,-15.0,-14.0,,!,20.518284528683196,20.518284528683196,89.08554166666666,20.081805555555555,89.0857949506552,20.08167949522524,89.08547068455162,20.08174333332012,89.08572396859725,20.0816172729898
638,05563+2005,COU 375,AB,2022.1067,y,1.1915,0.0122,118.46,0.59,0.6,0.0,:,1,1,,,$,$,05 56 20.53 +20 04 54.5,10.8,12.3,-15.0,-14.0,-15.0,-14.0,,!,20.518284528683196,20.518284528683196,89.08554166666666,20.081805555555555,89.0858514759822,20.08164783209009,89.08547068455162,20.08174333332012,89.08578049393859,20.081585609854653
639,11425+2355,COU 390,AB,2022.3014,V,0.4041,0.0213,113.97,1.91,1.6,0.0129,:,2,1,Gaia DR3 4004906065485481344,,.,$,11 42 30.32 +23 54 22.9,9.27,11.66,58.0,85.0,58.0,85.0,O,!,102.90286682109492,102.90286682109492,175.62633333333332,23.90636111111111,175.62644552795874,23.906315508581173,175.6266153022657,23.906738888625974,175.62672749679163,23.906693286096043
640,11425+2355,COU 390,AB,2022.3179,y,0.4314,0.0096,115.33,1.1,1.3,0.0,:,4,2,Gaia DR3 4004906065485481344,,.,$,11 42 30.32 +23 54 22.9,9.27,11.66,58.0,85.0,58.0,85.0,O,!,102.90286682109492,102.90286682109492,175.62633333333332,23.90636111111111,175.6264518099146,23.90630984262917,175.6266153022657,23.906738888625974,175.62673377873514,23.90668762014404
641,00511+2853,COU 447,AB,2021.9368,V,0.8817,0.0062,35.72,0.4,1.6,0.0,:,1,1,Gaia DR3 311884277174383744,Gaia DR3 311884277174905472,.,.,00 51 07.31 +28 52 32.2,10.91,11.55,-24.0,-12.0,-24.0,-12.0,,.,26.83281572999748,26.83281572999748,12.780458333333334,28.87561111111112,12.780621623880087,28.87580995390293,12.780336521931568,28.875557777723856,12.780499812245187,28.87575662051567
642,00511+2853,COU 447,AB,2021.9368,y,0.8688,0.0596,36.13,3.93,2.9,0.0,:,1,1,Gaia DR3 311884277174383744,Gaia DR3 311884277174905472,.,.,00 51 07.31 +28 52 32.2,10.91,11.55,-24.0,-12.0,-24.0,-12.0,,.,26.83281572999748,26.83281572999748,12.780458333333334,28.87561111111112,12.780620831809571,28.875806031426997,12.780336521931568,28.875557777723856,12.780499020179272,28.875752698039733
643,05461+1921,COU 576,AB,2022.1066,V,1.3885,0.005,229.02,0.21,1.3,0.0,:,1,1,Gaia DR3 3399262758456268544,,.,$,05 46 08.33 +19 20 29.8,10.3,11.2,-7.0,-1.0,-7.0,-1.0,,!,7.071067811865476,7.071067811865476,86.53470833333333,19.34161111111111,86.53439974146346,19.34135817415276,86.5346753613042,19.34160666666377,86.53436676948542,19.34135372970541
644,05461+1921,COU 576,AB,2022.1066,y,1.4476,0.0268,234.92,1.06,2.0,0.0,:,1,1,Gaia DR3 3399262758456268544,,.,$,05 46 08.33 +19 20 29.8,10.3,11.2,-7.0,-1.0,-7.0,-1.0,,!,7.071067811865476,7.071067811865476,86.53470833333333,19.34161111111111,86.5343595827682,19.34138000963087,86.5346753613042,19.34160666666377,86.53432661078575,19.34137556518353
645,07181+2405,COU 585,AB,2022.2189,y,0.4108,0.0013,150.1,0.18,1.7,0.0,,1,1,Gaia DR3 869704459098335872,,.,$,07 18 03.96 +24 04 38.9,8.72,9.81,-4.0,-11.0,-4.0,-11.0,,.,11.704699910719626,11.704699910719626,109.5165,24.077472222222223,109.51656230370092,24.07737329965836,109.51648052806704,24.07742333333286,109.51654283178298,24.077324410768995
646,00270+3058,COU 653,AB,2021.9505,y,0.5071,0.0016,77.43,0.18,1.0,0.0,:,1,1,,,$,$,00 26 58.07 +30 57 47.6,9.2,9.8,36.0,0.0,36.0,0.0,,!,36.0,36.0,6.741958333333333,30.96322222222222,6.74211866592669,30.963252878039945,6.742144922747063,30.96322222208819,6.742305255400318,30.963252877905894
