wsi_oid,wds_id,wds_dd,wds_comp,wsi_date,wsi_filter,wsi_sep,wsi_sep_e,wsi_pa,wsi_pa_e,wsi_dm,wsi_dm_e,wsi_dm_flag,wsi_nav,wsi_avg,sb_id1,sb_id2,sb_flg1,sb_flg2,wds_coord1,wds_mag1,wds_mag2,wds_pm1_ra,wds_pm1_dec,wds_pm2_ra,wds_pm2_dec,wds_notes,wds_pm1,wds_pm2,wds_ra1_J2000,wds_dec1_J2000,wds_ra2_J2000,wds_dec2_J2000,wds_ra1_J2016,wds_dec1_J2016,wds_ra2_J2016,wds_dec2_J2016,epoch_prop_flag,gaia_id1,gaia_mag1,gaia_pm1,wds_gaia_dm1,wds_gaia_sep1,gaia_flag1,gaia_id2,gaia_mag2,gaia_pm2,wds_gaia_dm2,wds_gaia_sep2,gaia_flag2,xm_chk1,xm_chk2,jxm_id1,jxm_chk,sb_jxm_chk
857,10140+2449,HJ  477AB,AB,2022.334,V,2.1037,0.0445,312.25,4.28,1.4,0.0926,:,3,1,Gaia DR3 726637002522817024,,.,$,10 14 00.53 +24 49 52.7,10.31,10.33,-18.0,-23.0,-7.0,-8.0,L,29.206163733020468,10.63014581273465,153.50220833333333,24.83130555555556,153.50173171283126,24.831698459814685,153.50212018381555,24.83120333330908,153.501697432336,24.831662904255776,,Gaia DR3 726637002522817024,10.145719,9.351655,0.1642818450927734,3.5081158416597344,!,Gaia DR3 726637002522816896,10.640312,75.414955,0.310312271118164,1.5158474109213638,.,True,False,Gaia DR3 726637002522816896,False,False
858,10140+2449,HJ  477AB,AB,2022.3231,y,2.1581,0.0451,315.23,1.91,0.8,0.2444,:,3,1,Gaia DR3 726637002522817024,,.,$,10 14 00.53 +24 49 52.7,10.31,10.33,-18.0,-23.0,-7.0,-8.0,L,29.206163733020468,10.63014581273465,153.50220833333333,24.83130555555556,153.5017431378483,24.831731143896384,153.50212018381555,24.83120333330908,153.50170885734403,24.831695588337467,,Gaia DR3 726637002522817024,10.145719,9.351655,0.1642818450927734,3.5081158416597344,!,Gaia DR3 726637002522816896,10.640312,75.414955,0.310312271118164,1.6198520110648165,.,True,False,Gaia DR3 726637002522816896,False,False
859,10140+2449,HJ  477AC,AC,2022.334,V,16.1821,0.1476,352.77,0.21,4.4,0.7322,:,3,1,Gaia DR3 726637002522817024,Gaia DR3 726636998227397504,.,.,10 14 00.53 +24 49 52.7,10.31,13.86,-18.0,-23.0,-10.0,-11.0,,29.206163733020468,14.866068747318506,153.50220833333333,24.83130555555556,153.50158497060607,24.83576484180982,153.50212018381555,24.83120333330908,153.5015359968668,24.83571595291371,,Gaia DR3 726637002522817024,10.145719,9.351655,0.1642818450927734,3.5081158416597344,!,Gaia DR3 726636998227397504,13.357655,15.673824,0.502345085144043,1.5794202986593135,.,True,True,Gaia DR3 726637002522816896,False,False
860,10140+2449,HJ  477AC,AC,2022.3231,y,15.7807,0.2646,357.36,1.35,6.6,1.4737,:,3,1,Gaia DR3 726637002522817024,Gaia DR3 726636998227397504,.,.,10 14 00.53 +24 49 52.7,10.31,13.86,-18.0,-23.0,-10.0,-11.0,,29.206163733020468,14.866068747318506,153.50220833333333,24.83130555555556,153.50198585022014,24.835684430742223,153.50212018381555,24.83120333330908,153.50193687651267,24.83563554184612,,Gaia DR3 726637002522817024,10.145719,9.351655,0.1642818450927734,3.5081158416597344,!,Gaia DR3 726636998227397504,13.357655,15.673824,0.502345085144043,2.897009884033215,.,True,True,Gaia DR3 726637002522816896,False,False
861,19407-1618,HJ  599AC,AC,2020.5684,y,45.5037,0.0088,41.48,0.01,5.3,0.0,*,1,1,Gaia DR3 4181678569973511040,Gaia DR3 4181678604337106048,.,.,19 40 43.34 -16 17 35.3,5.42,7.65,68.0,-51.0,69.0,-48.0,N,85.0,84.0535543567314,295.18058333333335,-16.293138888888887,295.1893053728905,-16.28366904923505,295.1808982013478,-16.293365555319056,295.18962485586525,-16.283882382325338,,Gaia DR3 4181678569973511040,4.9789276,85.12422,0.4410724639892578,0.7821966746924014,.,Gaia DR3 4181678604337106048,8.007275,81.311905,0.3572745323181152,1.0118882921304733,.,True,True,Gaia DR3 4181678569973511040,True,True
862,20410+3905,HJ  612AB,AB,2021.6933,y,49.0146,0.0112,9.66,0.01,4.9,0.0,*,1,1,,Gaia DR3 2063614107923979648,$,.,20 41 00.36 +39 04 56.4,6.48,10.6,6.0,0.0,16.0,3.0,N,6.0,16.278820596099706,310.2515,39.08233333333334,310.254443771873,39.09575541159572,310.25153435359886,39.0823333333283,310.25453539892266,39.095768744892986,,Gaia DR3 2063614004844763136,6.5067754,5.046414,0.0267753601074218,0.0489800729129908,.,Gaia DR3 2063614107923979648,10.505033,16.178028,0.0949678421020507,0.1132599543491658,.,False,True,Gaia DR3 2063614004844763136,True,False
863,01092-0253,HJ  633,AB,2020.8583,V,9.564,0.0038,142.49,0.02,1.3,0.0,q,1,1,Gaia DR3 2531509253895359744,Gaia DR3 2531509253895360000,.,.,01 09 10.45 -02 53 08.5,9.64,10.59,85.0,13.0,88.0,5.0,,85.98837130682264,88.14193099768123,17.293541666666666,-2.8856944444444443,17.295161367545738,-2.887801836367069,17.293919924065627,-2.885636666604785,17.295552975944403,-2.887779614077855,,Gaia DR3 2531509253895359744,9.484066,87.91402,0.1559343338012695,0.137637982833254,.,Gaia DR3 2531509253895360000,10.322716,88.96828,0.2672843933105469,0.0809276113156365,.,True,True,Gaia DR3 2531509253895359744,True,True
864,01136+2825,HJ  635,AB,2021.8222,y,14.9535,0.0073,126.9,0.03,0.7,0.0,:,1,1,Gaia DR3 308111543542271488,,.,$,01 11 36.85 +28 25 20.9,10.93,11.35,-30.0,-14.0,-28.0,-12.0,NT,33.1058907144937,30.463092423455635,17.903541666666666,28.422472222222225,17.907318534862945,28.419978174603145,17.903390058911953,28.422409999917008,17.90717703761329,28.419924841197503,,Gaia DR3 308111543542271488,10.722942,30.7279,0.2070579528808593,0.0809386487982867,.,Gaia DR3 308111573607067776,11.159979,31.2498,0.1900215148925781,0.0580631010396246,.,True,False,Gaia DR3 308111543542271488,True,True
865,03168+3621,HJ  662,AB,2021.0252,V,18.354,0.0089,217.36,0.03,3.0,0.0,:,1,1,,Gaia DR3 138312932074243840,$,.,03 14 34.81 +35 53 23.3,10.0,11.2,40.0,-22.0,3.0,-12.0,,45.65084884205331,12.36931687685298,48.64504166666666,35.889805555555554,48.64122307347174,35.88575314372911,48.64526110558818,35.88970777757972,48.64123953055788,35.88569981039549,,Gaia DR3 138312932074242688,9.539515,44.931328,0.4604854583740234,0.1319173155026491,.,Gaia DR3 138312932074243840,10.617775,12.855908,0.5822248458862305,0.6779800373622029,.,False,True,Gaia DR3 138312932074242688,True,False
866,03168+3621,HJ  662,AB,2021.0252,y,18.351,0.0076,217.5,0.02,1.8,0.0,:,1,1,,Gaia DR3 138312932074243840,$,.,03 14 34.81 +35 53 23.3,10.0,11.2,40.0,-22.0,3.0,-12.0,,45.65084884205331,12.36931687685298,48.64504166666666,35.889805555555554,48.64121148906792,35.88576137610067,48.64526110558818,35.88970777757972,48.641227946155766,35.88570804276703,,Gaia DR3 138312932074242688,9.539515,44.931328,0.4604854583740234,0.1319173155026491,.,Gaia DR3 138312932074243840,10.617775,12.855908,0.5822248458862305,0.7213028727675285,.,False,True,Gaia DR3 138312932074242688,True,False
867,03168+3621,HJ  662,AB,2021.9153,y,18.4941,0.013,217.54,0.04,1.5,0.0,:,1,1,,Gaia DR3 138312932074243840,$,.,03 14 34.81 +35 53 23.3,10.0,11.2,40.0,-22.0,3.0,-12.0,,45.65084884205331,12.36931687685298,48.64504166666666,35.889805555555554,48.64117811198759,35.885732023543014,48.64526110558818,35.88970777757972,48.64119456906933,35.88567869020938,,Gaia DR3 138312932074242688,9.539515,44.931328,0.4604854583740234,0.1319173155026491,.,Gaia DR3 138312932074243840,10.617775,12.855908,0.5822248458862305,0.7741266306648186,.,False,True,Gaia DR3 138312932074242688,True,False
868,05562+3315,HJ  713,AB,2022.1396,y,9.949,0.0059,286.0,0.03,0.8,0.0,:,1,1,,,$,$,05 56 13.13 +33 16 03.1,10.28,10.4,0.0,-4.0,-3.0,-3.0,,4.0,4.242640687119285,89.05470833333332,33.26752777777778,89.05153105996527,33.2682894918316,89.05470833333332,33.26751000000028,89.05151511312373,33.26827615849745,,Gaia DR3 3451342952071226496,10.169939,3.755146,0.1100606918334961,0.1220564853889698,.,Gaia DR3 3451342952071072256,10.822431,3.744552,0.4224309921264648,0.0921993718944361,.,False,False,Gaia DR3 3451342952071226496,True,False
869,06359-0927,HJ  734,AB,2021.1758,V,7.9485,0.0593,33.22,0.19,2.0,1.403,:,2,1,,Gaia DR3 3002581503143852544,$,.,06 35 55.19 -09 27 02.9,9.76,9.78,-5.0,2.0,-2.0,-1.0,,5.385164807134504,2.23606797749979,98.97995833333331,-9.450805555555554,98.98118458967764,-9.448958469680552,98.9799358053384,-9.450796666666086,98.98117557852768,-9.448962914124811,,Gaia DR3 3002604902125153152,9.687744,3.9739907,0.0722560882568359,0.0547393578533439,.,Gaia DR3 3002604906423899392,9.705773,4.1199393,0.0742263793945312,0.1045690669619769,.,False,False,Gaia DR3 3002604902125153152,True,False
870,07363+0003,HJ  762,AB,2021.1759,V,11.6611,0.0923,351.87,0.48,0.6,0.1142,*,2,1,Gaia DR3 3086327356759965824,Gaia DR3 3086327356759965312,.,.,07 36 20.25 +00 02 30.4,9.15,9.6,4.0,-21.0,1.0,7.0,L,21.37755832643195,7.0710678118654755,114.08437499999998,0.0417777777777777,114.08391691431598,0.0449844174948931,114.0843927777822,0.0416844444458896,114.08392135876171,0.0450155286055216,,Gaia DR3 3086327356759965824,8.799413,22.366034,0.3505868911743164,0.0499372605825607,.,Gaia DR3 3086327356759965312,9.344974,6.7786207,0.2550268173217773,0.6093852960686704,.,True,True,Gaia DR3 3086327356759965824,True,True
871,07363+0003,HJ  762,AB,2021.2525,y,11.6465,0.0037,351.86,0.09,0.7,0.0,*,2,1,Gaia DR3 3086327356759965824,Gaia DR3 3086327356759965312,.,.,07 36 20.25 +00 02 30.4,9.15,9.6,4.0,-21.0,1.0,7.0,L,21.37755832643195,7.0710678118654755,114.08437499999998,0.0417777777777777,114.08391692889448,0.0449803227990125,114.0843927777822,0.0416844444458896,114.08392137334025,0.045011433909641,,Gaia DR3 3086327356759965824,8.799413,22.366034,0.3505868911743164,0.0499372605825607,.,Gaia DR3 3086327356759965312,9.344974,6.7786207,0.2550268173217773,0.5946452709468725,.,True,True,Gaia DR3 3086327356759965824,True,True
872,07384+0958,HJ  763,AB,2021.1758,V,7.3092,0.0072,214.4,0.06,0.9,0.0,:,1,1,Gaia DR3 3149415238015884160,Gaia DR3 3149415238015885056,.,.,07 38 24.66 +09 57 53.0,10.1,10.5,4.0,-20.0,-10.0,-6.0,,20.39607805437113,11.661903789690601,114.60275,9.96472222222222,114.60158536543938,9.963046964765658,114.60276805006724,9.964633333334223,114.60154024049449,9.963020298096373,,Gaia DR3 3149415238015884160,10.351625,22.037643,0.2516250610351562,0.2451259129341454,.,Gaia DR3 3149415238015885056,10.873751,7.7912784,0.3737506866455078,0.6608551931348526,.,True,True,Gaia DR3 3149415238015884160,True,True
873,08054-0226,HJ  774,AB,2021.1813,y,11.2549,0.0366,331.32,0.19,4.0,0.0,:,1,1,,,$,$,08 05 26.16 -02 25 25.7,10.74,10.84,-50.0,3.0,-47.0,8.0,,50.08991914547278,47.67598976424087,121.359,-2.4238055555555555,121.35749826476356,-2.421062755165687,121.3587775787932,-2.423792222204188,121.357289189256,-2.421027199594584,,Gaia DR3 3070694397357957888,10.961552,47.90207,0.2215518951416015,0.2443333948841544,.,Gaia DR3 3070694466077050368,11.299318,47.540688,0.4593181610107422,0.2091765059514565,.,False,False,Gaia DR3 3070694397357957888,True,False
874,09115+2801,HJ  805AB,AB,2022.1399,V,8.7855,0.0054,69.16,0.04,0.4,0.0,:,1,1,Gaia DR3 698164083770686592,Gaia DR3 698164083770724992,.,.,09 11 29.09 +28 01 11.7,10.2,10.5,-39.0,-64.0,23.0,-41.0,NV,74.94664769020693,47.01063709417264,137.87120833333333,28.01991666666667,137.87379195072546,28.02078484394,137.87101198541038,28.01963222208712,137.87390774669802,28.02060262167208,,Gaia DR3 698164083770686592,10.36776,80.048386,0.167759895324707,0.1914281353236588,.,Gaia DR3 698164083770724992,10.355587,75.31544,0.1444129943847656,1.2550265900604272,.,True,True,Gaia DR3 698164083770686592,True,True
875,09212+2728,HJ  810AC,AC,2021.1978,y,22.1343,0.0165,25.82,0.04,1.0,0.0,:,1,1,,Gaia DR3 694886336529489152,$,.,09 21 12.70 +27 27 59.6,10.47,10.7,-36.0,-41.0,-48.0,-10.0,,54.56189146281496,49.03060268852505,140.30291666666665,27.466555555555555,140.30593493383245,27.47209012352905,140.30273634061987,27.46637333322004,140.30569448672813,27.4720456788788,,Gaia DR3 694886336529439744,10.081545,50.257725,0.3884553909301758,0.2386379867547335,.,Gaia DR3 694886336529489152,10.533707,49.49546,0.1662931442260742,0.2289337867409835,.,False,True,Gaia DR3 694886336529439744,True,False
876,12559+0812,HJ  850,AB,2022.4298,y,11.594,0.0103,172.48,0.05,1.0,0.0,:,1,1,,,$,$,12 55 56.33 +08 11 58.9,11.01,10.92,7.0,-59.0,5.0,-59.0,NV,59.4138031100518,59.21148537234985,193.9847083333333,8.199694444444445,193.9851341646224,8.196501587895003,193.9847397657573,8.19943222222507,193.9851566161736,8.196239365676226,,Gaia DR3 3733620640987186560,10.689237,59.59484,0.3207635879516601,0.0904217545657486,.,Gaia DR3 3733620640986564096,11.508719,60.044235,0.588719367980957,0.0861684064316935,.,False,False,Gaia DR3 3733620640987186560,True,False
877,19181-0525,HJ  881BC,BC,2020.683,V,7.3382,0.007,306.48,0.05,1.5,0.0,:,1,1,Gaia DR3 4211368888631475200,Gaia DR3 4211368888631477760,.,.,19 18 06.36 -05 24 54.1,9.82,10.5,4.0,-17.0,-3.0,-18.0,U,17.46424919657298,18.24828759089466,289.52649999999994,-5.4150277777777776,289.52485366004925,-5.413815867440105,289.52651785747315,-5.4151033333319,289.52484026697107,-5.413895867438719,,Gaia DR3 4211368888631475200,10.224033,15.489864,0.4040336608886719,0.0731902538792977,.,Gaia DR3 4211368888631477760,10.983159,14.2806835,0.483159065246582,0.1621524501402733,.,True,True,Gaia DR3 4211368888631475200,True,True
878,19395+1012,HJ  893,AB,2020.6337,V,7.6939,0.0037,190.3,0.03,1.8,0.0,:,1,1,Gaia DR3 4302718307550890496,Gaia DR3 4302717929593765760,.,.,19 39 29.10 +10 12 09.6,9.48,10.09,0.0,-7.0,0.0,-7.0,T,7.0,7.0,294.8712499999999,10.202666666666664,294.8708617278167,10.200563912800288,294.8712499999999,10.202635555556034,294.8708617278167,10.20053280168966,,Gaia DR3 4302718307550890496,8.960017,6.5374537,0.5199823379516602,0.0759386704689144,.,Gaia DR3 4302717929593765760,9.50537,7.1196647,0.584630012512207,0.1005727665338369,.,True,True,Gaia DR3 4302718307550890496,True,True
879,20200+0308,HJ  913,AB,2020.6832,V,9.6579,0.0648,145.75,0.38,0.7,0.0,:,1,1,,,$,$,20 19 58.76 +03 08 10.2,10.0,10.8,2.0,-14.0,-23.0,-43.0,,14.142135623730953,48.76474136094644,304.9948333333333,3.1361666666666665,304.9963454597102,3.1339491319274364,304.994842235554,3.136104444445371,304.99624308440104,3.1337580208142968,,Gaia DR3 4243487409971910912,11.263818,15.281995,1.2638177871704102,0.0125687883759717,.,Gaia DR3 4243487405674683776,11.435519,52.71079,0.6355190277099609,0.8556377096524873,.,False,False,Gaia DR3 4243487409971910912,True,False
880,20455-0809,HJ  925,AB,2021.6852,G,9.9282,0.0056,174.62,0.03,1.7,0.0,*,1,1,Gaia DR3 6903862171123797888,,.,$,20 45 32.16 -08 08 54.7,9.44,9.7,3.0,-13.0,2.0,-14.0,,13.341664064126334,14.142135623730951,311.384,-8.148527777777778,311.38426121565175,-8.151273462093151,311.3840134693218,-8.148585555554437,311.3842701952613,-8.15133568431431,,Gaia DR3 6903862171123797888,9.390331,10.98497,0.0496683120727539,0.0961613801081181,.,Gaia DR3 6903860624935570560,10.747128,10.909081,1.0471277236938477,0.1356673912487096,.,True,False,Gaia DR3 6903862171123797888,True,True
881,20455-0809,HJ  925,AB,2021.6852,V,9.9779,0.0022,174.69,0.01,2.3,0.0,*,1,1,Gaia DR3 6903862171123797888,,.,$,20 45 32.16 -08 08 54.7,9.44,9.7,3.0,-13.0,2.0,-14.0,,13.341664064126334,14.142135623730951,311.384,-8.148527777777778,311.3842591174106,-8.151287522266086,311.3840134693218,-8.148585555554437,311.3842680970205,-8.151349744487245,,Gaia DR3 6903862171123797888,9.390331,10.98497,0.0496683120727539,0.0961613801081181,.,Gaia DR3 6903860624935570560,10.747128,10.909081,1.0471277236938477,0.131600525182547,.,True,False,Gaia DR3 6903862171123797888,True,True
882,20455-0809,HJ  925,AB,2021.6852,y,9.9718,0.0041,174.62,0.02,2.3,0.0,:,1,1,Gaia DR3 6903862171123797888,,.,$,20 45 32.16 -08 08 54.7,9.44,9.7,3.0,-13.0,2.0,-14.0,,13.341664064126334,14.142135623730951,311.384,-8.148527777777778,311.38426236279633,-8.151285519851104,311.3840134693218,-8.148585555554437,311.3842713424062,-8.151347742072263,,Gaia DR3 6903862171123797888,9.390331,10.98497,0.0496683120727539,0.0961613801081181,.,Gaia DR3 6903860624935570560,10.747128,10.909081,1.0471277236938477,0.1205160996676964,.,True,False,Gaia DR3 6903862171123797888,True,True
883,00232+5146,HJ 1022,AB,2020.9402,y,6.2748,0.0062,40.76,0.06,3.6,0.0,*,1,1,Gaia DR3 394891392120781824,Gaia DR3 394891392120781568,.,.,00 23 12.14 +51 46 06.4,8.46,10.5,-21.0,-20.0,0.0,0.0,,29.0,0.0,5.800583333333333,51.76844444444444,5.802422293215312,51.76976466726998,5.800432514090007,51.768355555460445,5.802422293215312,51.76976466726998,,Gaia DR3 394891392120781824,7.016006,7.549957,1.4439940452575684,0.4446543526328693,.,Gaia DR3 394891392120781568,10.765309,5.824451,0.2653093338012695,0.0709752619210755,.,True,True,Gaia DR3 394891392120781824,True,True
884,01177+4438,HJ 1077,AB,2020.883,y,41.5703,0.0294,292.78,0.04,5.9,0.0,*,1,1,Gaia DR3 397571898389331328,Gaia DR3 397571967108806016,.,.,01 17 41.77 +44 37 54.9,6.96,11.39,7.0,-1.0,-19.0,-3.0,,7.071067811865476,19.235384061671343,19.424041666666668,44.63191666666667,19.409079755049127,44.63638673482191,19.424085384467176,44.63191222221394,19.4089610833253,44.63637340142732,,Gaia DR3 397571898389331328,6.1754556,5.5751653,0.7845444679260254,0.0627985463945884,.,Gaia DR3 397571967108806016,11.158552,22.541727,0.2314481735229492,0.8217208128287302,.,True,True,Gaia DR3 397571898389331328,True,True
885,01177+4438,HJ 1077,AB,2021.8795,y,41.2086,0.0353,292.82,0.05,5.6,0.0,,1,1,Gaia DR3 397571898389331328,Gaia DR3 397571967108806016,.,.,01 17 41.77 +44 37 54.9,6.96,11.39,7.0,-1.0,-19.0,-3.0,,7.071067811865476,19.235384061671343,19.424041666666668,44.63191666666667,19.40921429754497,44.636355217062885,19.424085384467176,44.63191222221394,19.409095625885595,44.63634188366832,,Gaia DR3 397571898389331328,6.1754556,5.5751653,0.7845444679260254,0.0627985463945884,.,Gaia DR3 397571967108806016,11.158552,22.541727,0.2314481735229492,0.4741147627177134,.,True,True,Gaia DR3 397571898389331328,True,True
886,02443+6411,HJ 1122,AB,2020.9213,V,10.2289,0.0068,216.85,0.04,2.0,0.0,*,1,1,Gaia DR3 515708925243186560,,.,$,02 44 19.80 +64 10 37.3,9.61,10.3,71.0,-17.0,63.0,-32.0,,73.00684899377592,70.66116330771806,41.0825,64.17702777777778,41.07858834118591,64.17475404461885,41.08322442713016,64.17695222042772,41.07923108846967,64.17461182098516,,Gaia DR3 515708925243186560,9.220262,74.215385,0.3897380828857422,0.0763770685606621,.,Gaia DR3 515708925243187072,10.502589,75.70889,0.2025890350341797,0.3369364598506962,.,True,False,Gaia DR3 515708925243186560,True,True
887,02443+6411,HJ 1122,AB,2020.9213,y,10.2529,0.0044,216.94,0.02,1.7,0.0,*,1,1,Gaia DR3 515708925243186560,,.,$,02 44 19.80 +64 10 37.3,9.61,10.3,71.0,-17.0,63.0,-32.0,,73.00684899377592,70.66116330771806,41.0825,64.17702777777778,41.07857095077762,64.17475139520056,41.08322442713016,64.17695222042772,41.079213697999954,64.17460917156686,,Gaia DR3 515708925243186560,9.220262,74.215385,0.3897380828857422,0.0763770685606621,.,Gaia DR3 515708925243187072,10.502589,75.70889,0.2025890350341797,0.3568869644291174,.,True,False,Gaia DR3 515708925243186560,True,True
888,02422+4242,HJ 1124CD,CD,2021.8769,y,17.5965,0.0254,149.26,0.08,5.5,0.0,*,1,1,Gaia DR3 337153322126105216,,.,$,02 42 05.78 +42 42 26.7,8.32,12.3,0.0,-5.0,10.0,-7.0,N,5.0,12.206555615733702,40.52408333333334,42.70741666666667,40.52748312183629,42.70321547334867,40.52408333333334,42.70739444444479,40.527543600596125,42.70318436222213,,Gaia DR3 337153322126105216,8.329933,6.571791,0.0099334716796875,0.0342357847335224,.,Gaia DR3 337152566211866368,12.323286,10.699872,0.0232858657836914,0.1868420175316779,.,True,False,Gaia DR3 337153322126105216,True,True
889,09081+4510,HJ 1164AB,AB,2022.1399,y,5.9884,0.002,172.93,0.02,0.3,0.0,*,1,1,,,$,$,09 08 05.64 +45 10 32.0,9.59,9.92,66.0,-44.0,67.0,-42.0,NV,79.32212806020776,79.07591289387686,137.02349999999998,45.17555555555556,137.02379042873966,45.17390475871056,137.02391611147348,45.17535999924754,137.0242128327536,45.17371809126828,,Gaia DR3 1009609617150473600,9.231467,80.065674,0.3585329055786133,0.0221183535738823,.,Gaia DR3 1009609612855383424,9.481421,80.15084,0.4385786056518554,0.1359438488545936,.,False,False,Gaia DR3 1009609617150473600,True,False
890,09307+3339,HJ 1166AB,AB,2021.217,y,63.7932,0.0058,127.73,0.01,4.9,0.0,*,1,1,Gaia DR3 797423561120416128,Gaia DR3 797420606182923520,.,.,09 30 43.22 +33 39 20.5,5.97,9.66,-20.0,-48.0,0.0,-36.0,N,52.0,36.0,142.68008333333333,33.65569444444444,142.69691849744538,33.64484950068991,142.67997654514153,33.655481111068504,142.69691849744538,33.644689500692394,,Gaia DR3 797423561120416128,5.609511,53.78191,0.3604888916015625,0.0717971573983966,.,Gaia DR3 797420606182923520,9.42074,35.992725,0.2392597198486328,0.4799626858964529,.,True,True,Gaia DR3 797423561120416128,True,True
891,12069+0548,HJ 1210,AB,2021.3566,V,7.0125,0.0255,115.8,0.19,2.6,0.0928,*,2,1,Gaia DR3 3895404602962524544,Gaia DR3 3895404602964117504,.,.,12 06 56.52 +05 48 12.3,8.67,11.08,241.0,-240.0,244.0,-250.0,T,340.1190967881692,349.3365139804312,181.7355,5.803416666666666,181.73726277810312,5.80256887002657,181.7365766271252,5.802349998999275,181.738352805501,5.801457757890115,,Gaia DR3 3895404602962524544,8.435324,340.00717,0.2346763610839843,0.1231991288236701,.,Gaia DR3 3895404602964117504,10.455466,349.37988,0.6245336532592773,0.2275784280030083,.,True,True,Gaia DR3 3895404602962524544,True,True
892,12069+0548,HJ 1210,AB,2022.3014,y,6.9141,0.0434,115.64,0.16,3.1,0.2217,*,2,1,Gaia DR3 3895404602962524544,Gaia DR3 3895404602964117504,.,.,12 06 56.52 +05 48 12.3,8.67,11.08,241.0,-240.0,244.0,-250.0,T,340.1190967881692,349.3365139804312,181.7355,5.803416666666666,181.73724038221013,5.80258559832718,181.7365766271252,5.802349998999275,181.7383304096403,5.801474486190721,,Gaia DR3 3895404602962524544,8.435324,340.00717,0.2346763610839843,0.1231991288236701,.,Gaia DR3 3895404602964117504,10.455466,349.37988,0.6245336532592773,0.1282346315049837,.,True,True,Gaia DR3 3895404602962524544,True,True
893,12103-0627,HJ 1213,AB,2021.3566,V,23.413,0.0094,282.59,0.02,0.9,0.0,:,1,1,Gaia DR3 3596223434597126784,Gaia DR3 3596223434597127168,.,.,12 10 21.95 -06 27 58.5,10.77,10.91,-44.0,-138.0,-46.0,-137.0,NT,144.84474446799925,144.51643505151932,182.5914583333333,-6.4662500000000005,182.5850704833516,-6.464832349126628,182.5912615255241,-6.466863333285972,182.5848647303117,-6.465441237964717,,Gaia DR3 3596223434597127168,10.547844,144.2628,0.2221565246582031,0.1063630503821573,.,Gaia DR3 3596223434597126784,10.633055,144.0789,0.2769451141357422,0.1821833176784478,.,False,False,Gaia DR3 3596223434597127168,True,False
894,12103-0627,HJ 1213,AB,2022.3206,V,23.509,0.0058,282.36,0.01,0.5,0.0,:,1,1,Gaia DR3 3596223434597126784,Gaia DR3 3596223434597127168,.,.,12 10 21.95 -06 27 58.5,10.77,10.91,-44.0,-138.0,-46.0,-137.0,NT,144.84474446799925,144.51643505151932,182.5914583333333,-6.4662500000000005,182.58503859222603,-6.464852131406441,182.5912615255241,-6.466863333285972,182.5848328391781,-6.46546102024453,,Gaia DR3 3596223434597127168,10.547844,144.2628,0.2221565246582031,0.1063630503821573,.,Gaia DR3 3596223434597126784,10.633055,144.0789,0.2769451141357422,0.2778488318293279,.,False,False,Gaia DR3 3596223434597127168,True,False
895,12391-0133,HJ 1220,AB,2022.4298,y,6.9058,0.0075,52.28,0.06,1.4,0.0,:,1,1,Gaia DR3 3683354538481468928,Gaia DR3 3683354542776363904,.,.,12 39 08.55 -01 33 06.8,10.72,11.71,-159.0,-11.0,-160.0,-9.0,NV,159.38004893963358,160.25292509030842,189.785625,-1.551888888888889,189.7871429328696,-1.5507152798770134,189.78491807403336,-1.5519377776589511,189.78643156122536,-1.5507552797569262,,Gaia DR3 3683354538481468928,10.375215,160.32727,0.3447856903076172,0.082880579705023,.,Gaia DR3 3683354542776363904,11.274746,160.98697,0.4352540969848633,0.0683420686058592,.,True,True,Gaia DR3 3683354538481468928,True,True
896,13276+0655,HJ 1232,AB,2022.4298,y,12.6108,0.004,306.67,0.02,0.8,0.0,:,1,1,Gaia DR3 3719003076276490240,Gaia DR3 3719003080571428864,.,.,13 27 33.81 +06 54 30.2,10.11,10.51,-56.0,-1.0,-61.0,3.0,NV,56.00892785976178,61.07372593840988,201.890875,6.908388888888889,201.88804472318697,6.910480890553783,201.8906242909044,6.908384444379015,201.88777162813216,6.910494223809171,,Gaia DR3 3719003080571428864,9.988274,55.388256,0.1217260360717773,0.0659107754834089,.,Gaia DR3 3719003076276490240,10.358362,55.296917,0.1516380310058593,0.0342653164154656,.,False,False,Gaia DR3 3719003080571428864,True,False
897,13494+0524,HJ 1242,AB,2022.43,y,10.6328,0.0279,118.81,0.15,1.7,0.0,:,1,1,,,$,$,13 49 25.90 +05 19 12.5,10.7,11.9,-30.0,5.0,-22.0,4.0,V,30.4138126514911,22.360679774997898,207.3579166666666,5.320138888888889,207.36051582951703,5.318715545498079,207.35778275646803,5.320161111096319,207.36041762893257,5.318733323267814,,Gaia DR3 3714061600438273024,10.787777,28.728083,0.0877771377563476,0.0769311206012332,.,Gaia DR3 3714061600438272896,12.109867,29.077032,0.2098674774169922,0.093717529397665,.,False,False,Gaia DR3 3714061600438273024,True,False
