wsi_oid,wds_id,wds_dd,wds_comp,wsi_date,wsi_filter,wsi_sep,wsi_sep_e,wsi_pa,wsi_pa_e,wsi_dm,wsi_dm_e,wsi_dm_flag,wsi_nav,wsi_avg,sb_id1,sb_id2,sb_flg1,sb_flg2,wds_coord1,wds_mag1,wds_mag2,wds_pm1_ra,wds_pm1_dec,wds_pm2_ra,wds_pm2_dec,wds_notes,wds_pm1,wds_pm2,wds_ra1_J2000,wds_dec1_J2000,wds_ra2_J2000,wds_dec2_J2000,wds_ra1_J2016,wds_dec1_J2016,wds_ra2_J2016,wds_dec2_J2016,epoch_prop_flag,gaia_id1,gaia_mag1,gaia_pm1,wds_gaia_dm1,wds_gaia_sep1,gaia_flag1,gaia_id2,gaia_mag2,gaia_pm2,wds_gaia_dm2,wds_gaia_sep2,gaia_flag2,xm_chk1,xm_chk2,jxm_id1,jxm_chk,sb_jxm_chk
1970,10205+0626,STF1426AB,AB,2021.1707,y,0.9164,0.0076,314.0,0.14,0.7,0.079,,2,1,Gaia DR3 3861734224026109056,,.,$,10 20 32.32 +06 25 47.6,7.99,8.3,-7.0,-44.0,-7.0,-44.0,NO,44.553338819890925,44.553338819890925,155.13466666666667,6.429888888888889,155.13448239552778,6.430065718003327,155.13463535862903,6.429693333335413,155.13445108747925,6.429870162449853,,Gaia DR3 3861734224026109056,7.8106055,,0.179394245147705,0.4754459136087387,.,,,,,,$,True,False,Gaia DR3 3861734224026109056,True,True
1971,10280+1950,STF1435,AB,2021.2171,y,8.5616,0.0068,202.59,0.05,0.8,0.0,:,1,1,Gaia DR3 624573392565965952,Gaia DR3 624573392565966080,.,.,10 27 57.15 +19 49 44.7,10.33,10.73,-57.0,-12.0,-61.0,-9.0,NV,58.2494635168428,61.66036003787198,156.98812499999997,19.829083333333333,156.9871538770267,19.826887572173955,156.9878556995851,19.82902999979888,156.98686568229533,19.826847571943304,,Gaia DR3 624573392565965952,10.235289,61.56476,0.0947113037109375,0.1462104190044695,.,Gaia DR3 624573392565966080,10.587903,61.80575,0.1420965194702148,0.2094413208442504,.,True,True,Gaia DR3 624573392565965952,True,True
1972,10310-0738,STF1441AB,AB,2021.168,y,2.7551,0.0049,166.95,0.1,3.8,0.0,*,1,1,Gaia DR3 3774505912145362048,,.,$,10 30 58.78 -07 38 15.2,6.51,8.81,-37.0,-1.0,-37.0,-1.0,N,37.01351104664349,37.013511046643494,157.74491666666663,-7.637555555555555,157.74509102068993,-7.638301095825731,157.744750750319,-7.637559999968285,157.74492510405273,-7.638305540238458,,Gaia DR3 3774505912145362048,5.733128,34.012074,0.7768721580505371,0.1803453646441595,.,Gaia DR3 3774505912144828288,8.58074,,0.2292604446411132,0.1708789568685092,.,True,False,Gaia DR3 3774505912145362048,True,True
1973,10320+2202,STF1442,AB,2021.2419,V,13.2255,0.0057,156.51,0.01,0.3,0.0558,*,2,1,Gaia DR3 721504924625540864,Gaia DR3 721504718467110784,.,.,10 31 58.95 +22 02 22.0,8.18,8.54,1.0,-2.0,-2.0,0.0,N,2.23606797749979,2.0,157.995625,22.03944444444444,157.99720471824003,22.03607513179892,157.99562979482215,22.039435555555624,157.99719512882336,22.03607513179864,,Gaia DR3 721504924625540864,8.077021,2.5995467,0.1029796600341796,0.1338145133230799,.,Gaia DR3 721504718467110784,8.370392,4.4103985,0.1696081161499023,0.0814019999535751,.,True,True,Gaia DR3 721504924625540864,True,True
1974,10320+2202,STF1442,AB,2021.2444,y,13.3064,0.0027,156.37,0.01,0.8,0.0,:,1,1,Gaia DR3 721504924625540864,Gaia DR3 721504718467110784,.,.,10 31 58.95 +22 02 22.0,8.18,8.54,1.0,-2.0,-2.0,0.0,N,2.23606797749979,2.0,157.995625,22.03944444444444,157.99722331229816,22.03605813168065,157.99562979482215,22.039435555555624,157.99721372288263,22.036058131680377,,Gaia DR3 721504924625540864,8.077021,2.5995467,0.1029796600341796,0.1338145133230799,.,Gaia DR3 721504718467110784,8.370392,4.4103985,0.1696081161499023,0.1457768786581021,.,True,True,Gaia DR3 721504924625540864,True,True
1975,10344+2136,STF1448AC,AC,2021.2171,y,11.0577,0.0035,259.38,0.02,3.1,0.0,*,1,1,Gaia DR3 721242798477032064,Gaia DR3 721242798477031936,.,.,10 34 23.24 +21 35 36.4,7.54,9.55,-4.0,8.0,-5.0,11.0,,8.94427190999916,12.083045973594572,158.59683333333334,21.59344444444444,158.59358650796395,21.5928783372081,158.59681421370945,21.59347999999835,158.59356260852536,21.592927226094524,,Gaia DR3 721242798477031936,9.618196,9.192246,2.078195571899414,0.1465825434824192,.,,,,,,$,False,False,Gaia DR3 721242798477031936,True,False
1976,10350+0839,STF1450,AB,2021.198,y,2.1449,0.0053,155.03,0.14,3.6,0.0,,1,1,Gaia DR3 3869737397365638528,Gaia DR3 3869737393071131648,.,.,10 35 02.16 +08 39 01.6,5.8,7.9,-54.0,-3.0,$,$,N,54.08326913195984,$,158.759,8.650444444444444,158.75925440925067,8.649904329378641,158.75875723844018,8.650431111034845,158.75901164803895,8.649890995969049,!,Gaia DR3 3869737397365638528,5.7904706,56.085083,0.0095295906066894,0.0722914879339921,.,Gaia DR3 3869737393071131648,7.9450073,,0.0450072288513183,0.1149312291176891,.,True,True,Gaia DR3 3869737397365638528,True,True
1977,10358+0233,"STF1452A,BC","A,BC",2021.2419,V,10.4728,0.0158,327.97,0.03,0.2,0.0,*,2,1,Gaia DR3 3856070158594818816,,.,$,10 35 48.16 +02 33 16.9,9.59,9.81,-31.0,-5.0,-37.0,-7.0,,31.400636936215164,37.656340767525464,158.95066666666668,2.5546944444444444,158.9491222431814,2.5571607021416747,158.9505287518236,2.554672222215176,158.9489576348278,2.557129591020507,,Gaia DR3 3856070158594818816,9.512161,34.730064,0.0778388977050781,0.0867607654514824,.,Gaia DR3 3856070257378600192,10.0943,,0.2842998504638672,0.1972964866847361,.,True,False,Gaia DR3 3856070158594818816,True,True
1978,10368-1332,STF1453AB,AB,2021.1679,y,8.8172,0.0059,230.03,0.04,2.3,0.0,:,1,1,Gaia DR3 3750912385478281984,Gaia DR3 3750912381183185920,.,.,10 36 49.71 -13 32 16.9,8.99,9.81,-33.0,18.0,-31.0,19.0,V,37.589892258425,36.359317925395686,159.20712499999996,-13.538027777777778,159.20519430566208,-13.539601117473508,159.20697414175325,-13.53794777773382,159.20505258940497,-13.53951667299048,,Gaia DR3 3750912385478281984,8.849486,32.773617,0.1405134201049804,0.0204203677065517,.,Gaia DR3 3750912381183185920,9.731985,37.382374,0.0780153274536132,0.0219907032455523,.,True,True,Gaia DR3 3750912385478281984,True,True
1979,10395+3142,STF1458,AB,2021.2417,y,18.1386,0.0348,216.59,0.03,0.1,0.0,*,2,1,Gaia DR3 736174028943041920,Gaia DR3 736173925863826944,.,.,10 39 27.89 +31 42 18.0,9.39,9.39,-111.0,-36.0,-114.0,-37.0,NT,116.69190203266037,119.85407794480753,159.86620833333336,31.705,159.862678285516,31.70095443128032,159.8656284642395,31.704839998690503,159.86208277028612,31.7007899854548,,Gaia DR3 736174028943041920,9.205573,116.50745,0.184427261352539,0.0359682229692109,.,Gaia DR3 736173925863826944,9.194585,118.43818,0.1954154968261718,0.0497673612468092,.,True,True,Gaia DR3 736174028943041920,True,True
1980,10420+4639,STF1461,AB,2021.1816,y,9.1548,0.0433,137.03,0.18,2.8,0.5795,*,2,1,Gaia DR3 830578303465202176,Gaia DR3 830578337824940416,.,.,10 41 59.31 +46 38 59.7,8.61,10.31,-18.0,-2.0,-15.0,-3.0,,18.110770276274835,15.297058540778355,160.49712499999998,46.64991666666667,160.49964998714137,46.64805589859648,160.49700845911542,46.64990777771875,160.49955287308651,46.64804256522226,,Gaia DR3 830578303465202176,8.596991,16.670475,0.0130090713500976,0.0143120032414418,.,Gaia DR3 830578337824940416,10.455706,17.044216,0.1457052230834961,0.085895947290555,.,True,True,Gaia DR3 830578303465202176,True,True
1981,10429+5048,STF1462AB,AB,2021.1816,y,8.1085,0.0149,174.11,0.11,5.0,0.0,*,1,1,Gaia DR3 836656816058591488,Gaia DR3 836656816058591232,.,.,10 42 52.23 +50 47 57.3,7.41,10.1,-7.0,2.0,-7.0,2.0,,7.280109889280518,7.280109889280518,160.71762499999997,50.79925,160.71799067938963,50.79700952911127,160.71757577662206,50.7992588888784,160.71794145837154,50.797018417989655,,Gaia DR3 836656816058591488,7.341657,9.1067295,0.0683426856994628,0.0975243775800836,.,Gaia DR3 836656816058591232,10.23817,6.580265,0.1381692886352539,0.1129511983302101,.,True,True,Gaia DR3 836656816058591488,True,True
1982,10477+6528,STF1469AB,AB,2021.1816,y,10.8406,0.0118,324.42,0.06,3.9,0.0,*,1,1,Gaia DR3 1058796132380200448,Gaia DR3 1058799087318166144,.,.,10 47 43.86 +65 27 36.4,7.74,10.42,-100.0,-7.0,-100.0,-7.0,,100.24470060806208,100.24470060806208,161.93275,65.46011111111112,161.928531047943,65.46256013642369,161.93167989311272,65.46007999622498,161.92746084086275,65.46252902153711,,Gaia DR3 1058796132380200448,7.571655,100.248985,0.1683449745178222,0.8452962476192971,.,Gaia DR3 1058799087318166144,10.356012,98.53706,0.0639877319335937,0.9006731996946953,.,True,True,Gaia DR3 1058796132380200448,True,True
1983,10476-1538,STF1473AB,AB,2022.4079,y,30.2804,0.0016,9.82,0.0,2.1,0.0,q,1,1,Gaia DR3 3557658442209386624,Gaia DR3 3557658476569125248,.,.,10 47 36.55 -15 37 36.1,7.74,8.86,-113.0,-43.0,-116.0,-44.0,NT,120.90492132250036,124.06449935416659,161.90229166666666,-15.626694444444444,161.90378123017905,-15.618406454860551,161.90177016791444,-15.626885554936925,161.90324590796965,-15.618602009764642,,Gaia DR3 3557658442209386624,7.5674467,121.712944,0.1725530624389648,1.0942633536619724,.,Gaia DR3 3557658476569125248,8.772292,127.5621,0.08770751953125,0.9464134693235028,.,True,True,Gaia DR3 3557658442209386624,True,True
1984,10493-0401,STF1476,AB,2021.1979,y,2.4964,0.0505,16.65,1.04,3.6,0.1519,:,2,1,Gaia DR3 3801325234130034432,Gaia DR3 3801325298554630912,.,.,10 49 17.31 -04 01 23.8,7.08,7.82,-51.0,-2.0,-51.0,19.0,N,51.03920062069938,54.42425929675111,162.32212499999997,-4.023277777777777,162.3223241795498,-4.022613407424044,162.32189777336333,-4.023286666634993,162.3220969531245,-4.022528962949379,,Gaia DR3 3801325234130034432,7.0482526,52.886265,0.0317473411560058,2.394284723515007,!,Gaia DR3 3801325298554630912,7.707212,47.525875,0.1127882003784179,2.749513868697802,.,True,True,Gaia DR3 3801325298554630912,False,False
1985,10496+1256,STF1477,AB,2021.2419,V,17.5599,0.0039,275.0,0.0,0.4,0.0,*,2,1,Gaia DR3 3872834682965995520,Gaia DR3 3872834687261567104,.,.,10 49 37.13 +12 55 45.2,9.44,9.69,-53.0,-44.0,-50.0,-45.0,NV,68.8839603971781,67.26812023536856,162.4047083333333,12.929222222222222,162.3997227375787,12.929647298843204,162.40446665063394,12.929026666558544,162.39949473464787,12.929447298747371,,Gaia DR3 3872834682965995520,9.246304,70.61235,0.1936960220336914,0.0732563924340629,.,Gaia DR3 3872834687261567104,9.585844,68.50918,0.1041555404663086,0.0644993345239179,.,True,True,Gaia DR3 3872834682965995520,True,True
1986,10522+0728,STF1482,AB,2021.2419,V,11.9894,0.0024,305.39,0.08,1.4,0.136,*,2,1,Gaia DR3 3865797572325691008,Gaia DR3 3865797568030500096,.,.,10 52 10.61 +07 27 39.4,8.25,9.2,-4.0,-43.0,-5.0,-42.0,NT,43.18564576337837,42.2965719651132,163.0442083333333,7.460944444444443,163.0414701092465,7.4628731937667165,163.04419040376473,7.460753333335933,163.04144769718675,7.462686527102379,,Gaia DR3 3865797572325691008,7.9552555,43.39996,0.2947444915771484,0.3884393828837133,.,Gaia DR3 3865797568030500096,9.107684,42.816517,0.092315673828125,0.4111099469082901,.,True,True,Gaia DR3 3865797572325691008,True,True
1987,10556+2445,STF1487,AB,2021.2171,y,6.5879,0.0072,112.61,0.06,2.2,0.0,*,1,1,Gaia DR3 3996208310033740160,Gaia DR3 3996208310033739520,.,.,10 55 36.80 +24 44 59.0,4.48,6.3,-72.0,-13.0,-78.0,-15.0,N,73.16419889536138,79.42921376924235,163.9033333333333,24.749722222222225,163.90519351683403,24.74901866612213,163.90298096694409,24.7496644440334,163.90481178876718,24.74895199897304,,Gaia DR3 3996208310033740160,4.3839993,78.367744,0.0960006713867187,0.0613752003505403,.,Gaia DR3 3996208310033739520,6.4069138,77.71424,0.1069135665893554,0.0720180564389632,.,True,True,Gaia DR3 3996208310033740160,True,True
1988,10584+3702,STF1494AB,AB,2021.217,y,10.7327,0.0041,331.17,0.02,2.3,0.0,*,1,1,Gaia DR3 762792548321198336,Gaia DR3 762792548321198208,.,.,10 58 25.63 +37 01 43.8,8.85,10.62,-145.0,-62.0,-144.0,-59.0,T,157.69908052997647,155.6181223379848,164.60679166666668,37.02883333333333,164.60499082307066,37.03144510532154,164.60598443151943,37.02855777504815,164.60418912735395,37.0311828804068,,Gaia DR3 762792548321198336,8.5847435,162.79512,0.2652568817138672,1.3902552217120068,.,Gaia DR3 762792548321198208,10.179821,156.72746,0.4401788711547851,1.4775708320028906,.,True,True,Gaia DR3 762792548321198336,True,True
1989,11095+8306,STF1499,AB,2021.2526,V,6.6932,0.0097,320.59,0.08,0.7,0.0,*,1,1,Gaia DR3 1134755545291425280,Gaia DR3 1134755549587620224,.,.,11 09 28.18 +83 05 45.4,10.24,10.47,-73.0,-38.0,-67.0,-38.0,NV,82.29823813423954,77.02596964660685,167.36741666666666,83.09594444444444,167.35759528208527,83.09738082145483,167.36471768700778,83.09577554797194,167.35511762340718,83.0972119261768,,Gaia DR3 1134755545291425280,9.706685,80.942406,0.5333147048950195,0.0683404173954508,.,Gaia DR3 1134755549587620224,10.147947,77.385345,0.3220529556274414,0.2489505795328222,.,True,True,Gaia DR3 1134755545291425280,True,True
1990,11095+8306,STF1499,AB,2022.3532,V,6.6284,0.0043,320.58,0.04,1.8,0.0,:,1,1,Gaia DR3 1134755545291425280,Gaia DR3 1134755549587620224,.,.,11 09 28.18 +83 05 45.4,10.24,10.47,-73.0,-38.0,-67.0,-38.0,NV,82.29823813423954,77.02596964660685,167.36741666666666,83.09594444444444,167.35768832153406,83.09736671210031,167.36471768700778,83.09577554797194,167.35521066789576,83.09719781682229,,Gaia DR3 1134755545291425280,9.706685,80.942406,0.5333147048950195,0.0683404173954508,.,Gaia DR3 1134755549587620224,10.147947,77.385345,0.3220529556274414,0.2974765979734846,.,True,True,Gaia DR3 1134755545291425280,True,True
1991,11000-0328,STF1500,AB,2021.1979,y,1.3275,0.0016,298.58,0.07,1.0,0.0,:,1,1,Gaia DR3 3789596743596878976,Gaia DR3 3789596743595751680,.,.,11 00 02.02 -03 28 16.5,7.91,8.27,64.0,31.0,64.0,31.0,O,71.11258679024411,71.11258679024411,165.00841666666665,-3.4712499999999995,165.00809225370986,-3.471073595344872,165.00870163389288,-3.4711122221815307,165.0083772208829,-3.470935817526406,,Gaia DR3 3789596743596878976,7.712316,75.17345,0.1976838111877441,0.478679405090051,!,Gaia DR3 3789596743595751680,8.080651,75.834465,0.1893491744995117,0.4866229604175895,.,True,True,Gaia DR3 3789596743596878976,True,True
1992,11040+0338,STF1504,AB,2021.1706,y,1.2244,0.0005,124.33,0.02,0.9,0.0,,1,1,Gaia DR3 3814971685259198848,Gaia DR3 3814971685258561024,.,.,11 03 58.93 +03 38 19.3,7.92,8.05,-28.0,-6.0,-28.0,-6.0,,28.635642126552707,28.635642126552707,165.99554166666667,3.638694444444445,165.99582309876368,3.638502635843265,165.995416970853,3.6386677777695975,165.99569840297656,3.6384759691684168,,Gaia DR3 3814971685259198848,7.8793697,25.47246,0.0406303405761718,0.6137652985293035,!,Gaia DR3 3814971685258561024,7.946143,34.50081,0.1038570404052734,0.6167412794750966,.,True,True,Gaia DR3 3814971685259198848,True,True
1993,11057+6237,STF1505AB,AB,2021.2526,V,8.2244,0.0036,312.68,0.02,1.7,0.0,*,1,1,Gaia DR3 1054439729871587328,Gaia DR3 1054439729871587456,.,.,11 05 41.23 +62 37 01.5,8.95,10.55,10.0,-11.0,8.0,-10.0,,14.866068747318506,12.806248474865697,166.42179166666668,62.617083333333326,166.4181398867902,62.61863199309008,166.42188829850687,62.61703444441192,166.41821719630818,62.618587548625015,,Gaia DR3 1054439729871587328,8.577826,15.054055,0.3721742630004883,0.1224124414514541,.,Gaia DR3 1054439729871587456,10.361759,15.426782,0.1882410049438476,0.1839670921484759,.,True,True,Gaia DR3 1054439729871587328,True,True
1994,11085+6825,STF1508BC,BC,2021.2526,V,8.5782,0.0151,245.34,0.1,0.6,0.0,:,1,1,,,$,$,11 08 33.82 +68 24 40.4,10.41,10.86,-20.0,-7.0,-25.0,-6.0,,21.18962010041709,25.709920264364882,167.14091666666664,68.41122222222222,167.13503144385348,68.41022792278939,167.1406750833182,68.41119111093734,167.1347294778516,68.4102012558509,,Gaia DR3 1060308785501712768,11.397488,22.292637,0.98748779296875,0.0787281731697335,.,Gaia DR3 1060308785501713152,11.67041,22.43614,0.8104104995727539,0.0793134831848762,.,False,False,Gaia DR3 1060308785501712768,True,False
1995,11065-1325,STF1509,AB,2021.3047,y,33.193,0.0023,15.99,0.02,2.5,0.0,*,1,1,Gaia DR3 3564205415477599616,Gaia DR3 3564208404774838144,.,.,11 06 30.23 -13 25 03.0,7.43,9.36,-5.0,-28.0,-5.0,-28.0,NT,28.442925306655784,28.442925306655784,166.6259583333333,-13.417499999999997,166.62856941501417,-13.40863644328755,166.6259354875247,-13.417624444441484,166.6285465700484,-13.40876088772904,,Gaia DR3 3564205415477599616,7.049531,28.295345,0.3804688453674316,0.0612523683601668,.,Gaia DR3 3564208404774838144,9.4176855,26.7346,0.0576858520507812,0.2716717574200105,.,True,True,Gaia DR3 3564205415477599616,True,True
1996,11072+1055,STF1511,AB,2021.198,y,7.6414,0.0029,287.28,0.02,0.2,0.0,*,1,1,Gaia DR3 3868231169515063680,Gaia DR3 3868231165219623936,.,.,11 07 11.56 +10 54 48.2,9.27,9.5,35.0,40.0,40.0,41.0,,53.150729063673246,57.28001396647874,166.79816666666665,10.913388888888887,166.79610252524003,10.914019385738223,166.79832508743192,10.913566666623195,166.7962835779301,10.91420160790444,,Gaia DR3 3868231169515063680,8.980033,53.052563,0.2899675369262695,0.0853664173074771,.,Gaia DR3 3868231165219623936,9.248157,54.18365,0.2518434524536133,0.1247570677538138,.,True,True,Gaia DR3 3868231169515063680,True,True
1997,11092+6230,STF1512,AB,2021.2526,y,9.9161,0.002,51.25,0.01,0.3,0.0,*,1,1,Gaia DR3 862289764996484096,Gaia DR3 862289764997104128,.,.,11 09 13.09 +62 29 51.0,9.29,9.52,8.0,8.0,8.0,8.0,,11.31370849898476,11.313708498984761,167.3045416666667,62.4975,167.30919379598132,62.49922401146223,167.3046186622795,62.49753555553383,167.30927079604444,62.49925956699603,,Gaia DR3 862289764996484096,9.2046795,9.872754,0.0853204727172851,0.1121311924660607,.,Gaia DR3 862289764997104128,9.367483,11.081812,0.1525173187255859,0.1182738672065047,.,True,True,Gaia DR3 862289764996484096,True,True
1998,11137+2008,STF1517AB,AB,2021.1982,y,0.7439,0.0005,315.03,0.04,0.4,0.0,,1,1,Gaia DR3 3990286168607508736,Gaia DR3 3990286168607839488,.,.,11 13 40.99 +20 07 43.3,7.54,8.02,-388.0,-123.0,-388.0,-125.0,NO,407.0294829616154,407.63832008288915,168.42079166666664,20.128694444444445,168.4206361272649,20.12884063662182,168.41895505154804,20.12814776827528,168.41879951053318,20.12828507156383,,Gaia DR3 3990286168607508736,7.4723196,,0.0676803588867187,0.2386890031015534,.,Gaia DR3 3990286168607839488,7.463528,,0.5564723014831543,0.2828192026762491,.,True,True,Gaia DR3 3990286168607508736,True,True
1999,11182+3132,STF1523AB,AB,2021.2515,y,2.2357,0.0227,147.84,0.25,0.8,0.6839,*,21,7,Gaia DR3 756853643638639104,Gaia DR3 756853643637996160,.,.,11 18 10.90 +31 31 45.0,4.33,4.8,-454.0,-591.0,-454.0,-591.0,NO,745.2496226097669,745.2496226097669,169.54541666666665,31.529166666666672,169.5458044801437,31.5286409257148,169.54304948885297,31.526539978247182,169.54343731565433,31.526014237295747,,Gaia DR3 756853643638639104,4.12746,,0.2025399208068847,1.537626278344156,!,Gaia DR3 756853643637996160,4.6402135,,0.1597867012023925,1.453028211220781,.,True,True,Gaia DR3 756853643638151424,False,False
2000,11239+1032,STF1536AB,AB,2021.2245,y,2.2521,0.0231,91.92,0.72,2.0,0.2119,*,23,7,Gaia DR3 3915612630249291008,,.,$,11 23 55.37 +10 31 46.9,4.06,6.71,153.0,-65.0,153.0,-65.0,NO,166.23477373883,166.23477373883,170.98070833333333,10.529694444444448,170.98134427444936,10.529673484234888,170.98139997978407,10.52940555481002,170.98203592085306,10.529384594600458,,Gaia DR3 3915612630249291008,3.9073865,,0.1526134014129638,1.496430146322316,.,,,,,,$,True,False,Gaia DR3 3915612630249291008,True,True
2001,11239+1032,STF1536AB,AB,2021.3348,y,2.2587,0.0008,91.58,0.13,2.3,0.3,*,4,2,Gaia DR3 3915612630249291008,,.,$,11 23 55.37 +10 31 46.9,4.06,6.71,153.0,-65.0,153.0,-65.0,NO,166.23477373883,166.23477373883,170.98070833333333,10.529694444444448,170.981346253792,10.52967714423031,170.98139997978407,10.52940555481002,170.98203790020395,10.529388254595888,,Gaia DR3 3915612630249291008,3.9073865,,0.1526134014129638,1.496430146322316,.,,,,,,$,True,False,Gaia DR3 3915612630249291008,True,True
2002,11277+4618,STF1541,AB,2021.2527,y,7.8661,0.0064,27.08,0.05,2.6,0.0,*,1,1,Gaia DR3 785451528760639872,Gaia DR3 785451528760608000,.,.,11 27 39.46 +46 17 33.4,7.97,10.13,13.0,-94.0,49.0,-24.0,NV,94.89467845985884,54.56189146281496,171.91441666666665,46.29261111111111,171.91585627540698,46.29455658911793,171.9145002837044,46.29219333330934,171.91617146030526,46.29444992201989,,Gaia DR3 785451528760639872,7.801433,95.47892,0.1685667037963867,0.0325070703883741,.,Gaia DR3 785451528760608000,9.987226,94.35489,0.1427745819091797,1.2784768721377398,.,True,True,Gaia DR3 785451528760639872,True,True
2003,11277+4618,STF1541,AB,2022.3012,y,7.8243,0.0018,27.57,0.01,2.9,0.0,*,1,1,Gaia DR3 785451528760639872,Gaia DR3 785451528760608000,.,.,11 27 39.46 +46 17 33.4,7.97,10.13,13.0,-94.0,49.0,-24.0,NV,94.89467845985884,54.56189146281496,171.91441666666665,46.29261111111111,171.91587252418032,46.294537718467815,171.9145002837044,46.29219333330934,171.91618770897,46.29443105136978,,Gaia DR3 785451528760639872,7.801433,95.47892,0.1685667037963867,0.0325070703883741,.,Gaia DR3 785451528760608000,9.987226,94.35489,0.1427745819091797,1.2340151368744734,.,True,True,Gaia DR3 785451528760639872,True,True
2004,11279+4434,STF1542,AB,2021.2527,y,3.5422,0.0212,267.23,0.34,5.4,0.0,*,1,1,Gaia DR3 784314496298465024,Gaia DR3 784314492003441792,.,.,11 27 56.02 +44 33 57.0,6.93,9.65,-136.0,-5.0,-138.0,-6.0,,136.09188072769072,138.13037319865606,171.98341666666664,44.56583333333333,171.98203719949078,44.56578577415519,171.9825682579897,44.5658111079711,171.98117631498525,44.56575910425556,,Gaia DR3 784314496298465024,6.8306074,137.89032,0.0993924140930175,0.0744936612548184,.,Gaia DR3 784314492003441792,9.910821,139.59908,0.2608213424682617,0.0987217735855455,.,True,True,Gaia DR3 784314496298465024,True,True
2005,11279+4434,STF1542,AB,2022.3012,y,3.4742,0.0027,266.07,0.04,3.8,0.0,*,1,1,Gaia DR3 784314496298465024,Gaia DR3 784314492003441792,.,.,11 27 56.02 +44 33 57.0,6.93,9.65,-136.0,-5.0,-138.0,-6.0,,136.09188072769072,138.13037319865606,171.98341666666664,44.56583333333333,171.98206528422472,44.565767182708925,171.9825682579897,44.5658111079711,171.98120439999434,44.56574051280929,,Gaia DR3 784314496298465024,6.8306074,137.89032,0.0993924140930175,0.0744936612548184,.,Gaia DR3 784314492003441792,9.910821,139.59908,0.2608213424682617,0.039193186312296,.,True,True,Gaia DR3 784314496298465024,True,True
2006,11313+5942,STF1544,AB,2021.2527,y,12.2437,0.0032,90.77,0.12,1.1,0.2063,*,2,1,Gaia DR3 859117600935015168,Gaia DR3 859117605230828032,.,.,11 31 18.57 +59 42 03.3,7.33,8.02,6.0,3.0,5.0,1.0,NV,6.708203932499369,5.0990195135927845,172.82737500000002,59.70091666666668,172.83411558059888,59.700870788795584,172.82742785618814,59.70092999998918,172.83415962735026,59.70087523323258,,Gaia DR3 859117600935015168,7.296381,6.251297,0.0336189270019531,0.0299494425823457,.,Gaia DR3 859117605230828032,8.215657,5.628069,0.1956567764282226,0.0326011808832676,.,True,True,Gaia DR3 859117600935015168,True,True
2007,11313+5942,STF1544,AB,2022.2985,y,12.189,0.0159,91.54,0.07,1.1,0.0,*,1,1,Gaia DR3 859117600935015168,Gaia DR3 859117605230828032,.,.,11 31 18.57 +59 42 03.3,7.33,8.02,6.0,3.0,5.0,1.0,NV,6.708203932499369,5.0990195135927845,172.82737500000002,59.70091666666668,172.83408363931122,59.70082550187477,172.82742785618814,59.70092999998918,172.83412768600303,59.70082994631176,,Gaia DR3 859117600935015168,7.296381,6.251297,0.0336189270019531,0.0299494425823457,.,Gaia DR3 859117605230828032,8.215657,5.628069,0.1956567764282226,0.2024318361253571,.,True,True,Gaia DR3 859117600935015168,True,True
2008,11323+5606,STF1546,AB,2021.2992,V,11.4361,0.0574,349.24,0.1,4.2,0.0749,*,2,1,Gaia DR3 844806430603318784,Gaia DR3 844806430603756928,.,.,11 32 20.34 +56 05 43.3,7.54,10.3,-241.0,82.0,-241.0,82.0,V,254.568261965234,254.568261965234,173.08475,56.0953611111111,173.08368669854798,56.098481947800494,173.0828297820061,56.09572554065302,173.08176632491424,56.09884637734064,,Gaia DR3 844806430603318784,7.379996,254.79152,0.1600041389465332,0.0502187642135796,.,Gaia DR3 844806430603756928,10.200454,249.90178,0.0995464324951171,0.0860106291580145,.,True,True,Gaia DR3 844806430603318784,True,True
2009,11323+5606,STF1546,AB,2021.2527,y,11.4489,0.0078,349.33,0.04,3.7,0.0,*,1,1,Gaia DR3 844806430603318784,Gaia DR3 844806430603756928,.,.,11 32 20.34 +56 05 43.3,7.54,10.3,-241.0,82.0,-241.0,82.0,V,254.568261965234,254.568261965234,173.08475,56.0953611111111,173.0836943084437,56.09848636969398,173.0828297820061,56.09572554065302,173.08177393458942,56.09885079923415,,Gaia DR3 844806430603318784,7.379996,254.79152,0.1600041389465332,0.0502187642135796,.,Gaia DR3 844806430603756928,10.200454,249.90178,0.0995464324951171,0.0897914306579148,.,True,True,Gaia DR3 844806430603318784,True,True
2010,11323+5606,STF1546,AB,2022.3013,y,11.454,0.0029,349.51,0.01,4.2,0.0,*,1,1,Gaia DR3 844806430603318784,Gaia DR3 844806430603756928,.,.,11 32 20.34 +56 05 43.3,7.54,10.3,-241.0,82.0,-241.0,82.0,V,254.568261965234,254.568261965234,173.08475,56.0953611111111,173.08371145399033,56.09848959726679,173.0828297820061,56.09572554065302,173.08179107997506,56.09885402680694,,Gaia DR3 844806430603318784,7.379996,254.79152,0.1600041389465332,0.0502187642135796,.,Gaia DR3 844806430603756928,10.200454,249.90178,0.0995464324951171,0.1181082988475302,.,True,True,Gaia DR3 844806430603318784,True,True
