wds_id,wds_dd,wds_comp,wsi_date,wsi_filter,wsi_sep,wsi_sep_e,wsi_pa,wsi_pa_e,wsi_dm,wsi_dm_e,wsi_dm_flag,wsi_nav,wsi_avg,sb_id1,sb_id2,sb_flg1,sb_flg2,wds_coord1,wds_mag1,wds_mag2,wds_pm1_ra,wds_pm1_dec,wds_pm2_ra,wds_pm2_dec,wds_notes,wds_pm1,wds_pm2,wds_ra1_J2000,wds_dec1_J2000,wds_ra2_J2000,wds_dec2_J2000,wds_ra1_J2016,wds_dec1_J2016,wds_ra2_J2016,wds_dec2_J2016,epoch_prop_flag
05496-1429,BU   94,AB,2021.0364,y,2.1951,0.0173,358.85,0.45,2.0,0.0,*,1,1,Gaia DR3 2995829539675846528,Gaia DR3 2995829539677639424,.,.,05 49 36.54 -14 29 01.2,5.68,8.2,-21.0,-46.0,$,$,N,50.566787519082126,$,87.40225,-14.483666666666666,87.40223736069852,-14.483057039483091,87.40215360298637,-14.4838711110883,87.40214096394983,-14.483261483904728,!
06327-0520,BU   98,AB,2021.1485,y,0.6354,0.0011,336.99,0.1,1.0,0.0,:,1,1,Gaia DR3 3103487881408562176,Gaia DR3 3103487881412233600,.,.,06 32 40.24 -05 20 25.6,8.37,8.31,-7.0,5.0,-7.0,5.0,,8.602325267042627,8.602325267042627,98.16766666666666,-5.340444444444444,98.16759737350108,-5.340281987372899,98.16763541992276,-5.340422222221776,98.16756612676546,-5.340259765150233,
07009+1224,BU  100,AB,2022.0988,y,3.3455,0.0023,259.66,0.04,3.3,0.0,*,1,1,Gaia DR3 3160848853276222720,,.,$,07 00 56.55 +12 24 00.4,7.34,11.1,-8.0,-8.0,$,$,,11.313708498984761,$,105.235625,12.400111111111112,105.23468895069153,12.399944309333552,105.23558859519349,12.400075555553684,105.23465254590833,12.399908753776122,!
07518-1354,BU  101,AB,2021.1974,y,0.3181,0.0085,310.19,2.27,0.9,0.2183,,24,9,Gaia DR3 3035507276491946368,,.,$,07 51 46.31 -13 53 52.8,5.61,6.49,-60.0,-339.0,-60.0,-339.0,NO,344.26879033685293,344.26879033685293,117.94295833333331,-13.898,117.94288879787106,-13.89794297841177,117.94268362274657,-13.899506666489394,117.94261408735197,-13.899449644901159,
07518-1354,BU  101,AB,2021.2552,y,0.312,0.0115,312.98,0.05,0.9,0.0,,6,2,Gaia DR3 3035507276491946368,,.,$,07 51 46.31 -13 53 52.8,5.61,6.49,-60.0,-339.0,-60.0,-339.0,NO,344.26879033685293,344.26879033685293,117.94295833333331,-13.898,117.94289301657706,-13.897940915595566,117.94268362274657,-13.899506666489394,117.94261830606041,-13.899447582084953,
13006+1822,BU  112BC,BC,2022.3261,V,2.0649,0.0046,299.84,0.13,0.8,0.0,:,1,1,Gaia DR3 3940859135210470784,Gaia DR3 3940859135210470656,.,.,13 00 38.42 +18 24 42.5,10.14,10.56,0.0,-17.0,2.0,-16.0,T,17.0,16.1245154965971,195.16008333333332,18.411805555555556,195.15955895332203,18.412090958233236,195.16008333333332,18.41173000000117,195.15956832178446,18.412019847122995,
13291+1128,BU  113AB,AB,2022.356,V,1.6846,0.0262,271.96,0.6,2.5,0.0157,:,2,1,Gaia DR3 3738496837616389632,Gaia DR3 3738496837615689600,.,.,13 29 06.11 +11 28 10.1,8.73,10.66,-193.0,-219.0,-193.0,-219.0,O,291.9075196016711,291.9075196016711,202.2754583333333,11.46947222222222,202.2749811333275,11.46948822636876,202.27458308041685,11.468498887601397,202.27410588036142,11.468514891747935,
13291+1128,BU  113AB,AB,2022.3634,y,1.7038,0.0084,272.28,0.29,2.5,0.1247,:,8,3,Gaia DR3 3738496837616389632,Gaia DR3 3738496837615689600,.,.,13 29 06.11 +11 28 10.1,8.73,10.66,-193.0,-219.0,-193.0,-219.0,O,291.9075196016711,291.9075196016711,202.2754583333333,11.46947222222222,202.27497579427433,11.469491050238661,202.27458308041685,11.468498887601397,202.2741005412995,11.468517715617837,
13343-0837,BU  114,AB,2021.3786,y,1.3216,0.0005,173.14,0.02,0.9,0.0,,1,1,Gaia DR3 3630078050450968320,Gaia DR3 3630078050450724736,.,.,13 34 17.72 -08 37 07.4,8.05,8.18,-89.0,-27.0,-89.0,-27.0,,93.00537618869137,93.00537618869137,203.57383333333328,-8.618722222222223,203.57387768332134,-8.619086705171823,203.5734332598142,-8.618842222013406,203.5734776094165,-8.619206704962993,
14195-1343,BU  116,AB,2021.3786,y,3.8467,0.0059,273.02,0.37,0.5,0.0,*,2,1,Gaia DR3 6299932422902341888,Gaia DR3 6299932422902342016,.,.,14 19 31.61 -13 42 39.4,8.06,8.31,193.0,-45.0,199.0,-46.0,NT,198.17668884104407,204.2473990042468,214.88170833333328,-13.710944444444445,214.88060999127038,-13.7108881471253,214.882591272175,-13.711144442874772,214.881520378787,-13.71109258990109,
16120-1928,BU  120AB,AB,2020.4911,y,1.3195,0.0079,1.0,0.01,2.4,0.1626,q,2,1,Gaia DR3 6245697981070158080,Gaia DR3 6245697981073442176,.,.,16 11 59.74 -19 27 38.3,4.35,5.31,-7.0,-28.0,-9.0,-25.0,NT,28.861739379323623,26.570660511172846,242.9989166666666,-19.460638888888887,242.99892345103063,-19.460272416934938,242.99888367047927,-19.460763333328416,242.99888102746064,-19.460383528039394,
16120-1928,BU  120AB,AB,2021.4937,y,1.3265,0.0003,1.339999999999975,0.01,1.5,0.0,,1,1,Gaia DR3 6245697981070158080,Gaia DR3 6245697981073442176,.,.,16 11 59.74 -19 27 38.3,4.35,5.31,-7.0,-28.0,-9.0,-25.0,NT,28.861739379323623,26.570660511172846,242.9989166666666,-19.460638888888887,242.9989258055735,-19.460270517433656,242.99888367047927,-19.460763333328416,242.9988833820039,-19.46038162853811,
15399-1946,BU  122AB,AB,2020.491,y,1.7363,0.0024,228.72,0.11,1.5,0.0805,,2,1,Gaia DR3 6253930780541563392,Gaia DR3 6253930780545661952,.,.,15 39 54.55 -19 46 08.3,7.65,7.67,43.0,-24.0,43.0,-24.0,NZW,49.24428900898052,49.24428900898052,234.9772916666666,-19.768972222222217,234.97690651682007,-19.769290417781797,234.97749474660773,-19.769078888772675,234.9771095971666,-19.76939708433225,
17199-1745,BU  126AB,AB,2021.4937,y,2.4433,0.0007,262.64,0.02,1.8,0.0,*,1,1,Gaia DR3 4134893727444397696,Gaia DR3 4134893727456163712,.,.,17 19 53.35 -17 45 23.3,6.34,7.56,5.0,-24.0,$,$,,24.515301344262525,$,259.97229166666665,-17.75647222222222,259.9715848940814,-17.75655916391897,259.97231500049367,-17.75657888888585,259.9716082279198,-17.756665830582598,!
18136-1536,BU  131AB,AB,2021.4937,y,3.1873,0.002,276.6,0.04,2.5,0.0,*,1,1,Gaia DR3 4145814493585839744,Gaia DR3 4145814493572563328,.,.,18 13 35.49 -15 35 54.1,7.54,9.3,12.0,-26.0,$,$,,28.635642126552707,$,273.39787499999994,-15.59836111111111,273.39696187672655,-15.598259348343387,273.3979303727256,-15.598476666657941,273.39701724942483,-15.598374903890218,!
19126+1651,BU  139AB,AB,2020.5766,y,0.6167,0.0002,135.25,0.02,0.9,0.0,q,1,1,Gaia DR3 4513495786121870208,Gaia DR3 4513495786115703040,.,.,19 12 34.45 +16 50 47.2,7.11,7.95,1.0,-10.0,1.0,-10.0,NO,10.04987562112089,10.04987562112089,288.14354166666664,16.846444444444444,288.1436676759235,16.846322785705695,288.1435463103961,16.846400000000635,288.14367231964997,16.84627834126189,
19299+4931,BU  143,AB,2021.7015,V,2.1971,0.0008,191.75,0.02,1.3,0.0,*,1,1,Gaia DR3 2129812473218230144,Gaia DR3 2129812468921427456,.,.,19 29 55.29 +49 30 31.4,8.38,9.48,7.0,17.0,7.0,17.0,,18.384776310850235,18.384776310850235,292.480375,49.50872222222223,292.48018360003834,49.50812470517336,292.4804229125395,49.508797777766716,292.48023151199266,49.50820026071786,
19471-1953,BU  146,AB,2021.8476,y,0.5204,0.0005,80.94,0.58,1.2,0.05,:,6,2,Gaia DR3 6868665223375477248,,.,$,19 47 06.75 -19 52 50.4,8.61,9.52,-44.0,-33.0,-44.0,-33.0,O,55.0,55.0,296.77812499999993,-19.880666666666666,296.77827679882256,-19.880643903629277,296.77791705112213,-19.880813333210384,296.77806884997466,-19.880790570172984,
19520-1021,BU  148AB,AB,2020.683,y,0.6354,0.0007,221.57,0.06,1.1,0.0,:,1,1,,,$,$,19 52 01.89 -10 21 13.5,7.74,8.41,-14.0,-49.0,-14.0,-49.0,O,50.96076922496363,50.96076922496363,298.00787499999996,-10.35375,298.00775594755135,-10.353882047679873,298.00781174779144,-10.353967777768226,298.00769269531617,-10.3540998254481,
20423+5723,BU  152,AB,2021.5485,y,1.2079,0.0011,81.38,0.05,2.0,0.0,,1,1,Gaia DR3 2187250513975684224,Gaia DR3 2187250513972350208,.,.,20 42 16.81 +57 23 07.4,7.21,8.8,-6.0,5.0,-6.0,5.0,O,7.810249675906654,7.810249675906654,310.57004166666667,57.38538888888889,310.5706571527771,57.385439176450916,310.5699921909807,57.385411111101064,310.5706076770233,57.3854613986631,
20528-1610,BU  154,AB,2021.6851,y,2.9814,0.0024,59.19,0.05,1.6,0.0,:,1,1,Gaia DR3 6883150494503528192,Gaia DR3 6883150498791639296,.,.,20 52 49.68 -16 09 54.5,8.97,9.97,5.0,-32.0,28.0,-17.0,,32.38826948140329,32.7566787083184,313.207,-16.165138888888887,313.2077405659716,-16.164714706626896,313.20702313699945,-16.16528111110765,313.20787013284684,-16.16479026214211,
20511+5125,BU  155AB,AB,2021.5485,y,0.7098,0.0004,40.67,0.03,0.9,0.0,,1,1,Gaia DR3 2169957120223515776,Gaia DR3 2169957120218852352,.,.,20 51 05.41 +51 25 01.7,7.36,8.13,40.0,41.0,40.0,41.0,O,57.28001396647874,57.28001396647874,312.77254166666665,51.41713888888888,312.77274770382104,51.41728843482792,312.77282672989617,51.41732111076257,312.77303276798324,51.4174706567016,
21186+1134,BU  163AB,AB,2020.6842,y,0.9443,0.0115,256.54,0.33,1.9,0.0471,q,12,3,Gaia DR3 1746335802793081344,,.,$,21 18 34.85 +11 34 08.2,7.31,8.88,32.0,-56.0,$,$,NO,64.4980619863884,$,319.6452083333333,11.568944444444444,319.6449479425959,11.56888338839134,319.645353504715,11.568695555523284,319.6450931139458,11.568634499470182,!
21186+1134,BU  163AB,AB,2020.9509,y,0.9426,0.0052,256.49,0.08,1.9,0.0277,q,3,1,Gaia DR3 1746335802793081344,,.,$,21 18 34.85 +11 34 08.2,7.31,8.88,32.0,-56.0,$,$,NO,64.4980619863884,$,319.6452083333333,11.568944444444444,319.6449484657583,11.568883276115939,319.645353504715,11.568695555523284,319.64509363710823,11.568634387194779,!
21186+1134,BU  163AB,AB,2021.6935,y,0.9434,0.0015,256.3,0.45,1.8,0.0,q,4,2,Gaia DR3 1746335802793081344,,.,$,21 18 34.85 +11 34 08.2,7.31,8.88,32.0,-56.0,$,$,NO,64.4980619863884,$,319.6452083333333,11.568944444444444,319.6449484538585,11.568882379576703,319.645353504715,11.568695555523284,319.6450936252079,11.568633490655543,!
21186+1134,BU  163AB,AB,2021.8674,y,0.9459,0.0026,257.06,0.05,1.9,0.1414,q,9,3,Gaia DR3 1746335802793081344,,.,$,21 18 34.85 +11 34 08.2,7.31,8.88,32.0,-56.0,$,$,NO,64.4980619863884,$,319.6452083333333,11.568944444444444,319.6449469455683,11.56888560656918,319.645353504715,11.568695555523284,319.64509211691944,11.568636717648022,!
21336+6020,BU  166,AB,2021.7973,V,1.0867,0.0032,262.76,0.17,2.8,0.0,,1,1,Gaia DR3 2191747207301547520,Gaia DR3 2191747207293389184,.,.,21 33 38.38 +60 20 06.7,7.61,10.32,11.0,-1.0,10.0,0.0,,11.045361017187261,10.0,323.4099166666667,60.33519444444444,323.4093116174063,60.335156400773556,323.4100154470484,60.33518999996345,323.40940141766083,60.335156400743294,
21538-2000,"BU  168A,BC","A,BC",2021.8834,y,5.8152,0.0306,70.46,0.12,1.8,0.05,*,6,2,,,$,$,21 53 46.48 -20 00 25.7,8.14,10.34,32.0,132.0,41.0,139.0,NV,135.82341477079717,144.9206679531943,328.4436666666667,-20.00713888888889,328.44528673604054,-20.006598609279024,328.44381802269277,-20.006552222167073,328.44548066024487,-20.00598083140535,
22091-1831,BU  170BC,BC,2021.8674,y,0.7288,0.0109,23.75,0.35,0.9,0.3742,:,9,3,,,$,$,22 09 06.21 -18 29 05.8,9.01,9.24,54.0,-16.0,$,$,N,56.32051136131489,$,332.2758749999999,-18.484944444444444,332.2759609691479,-18.48475914470117,332.27612805601467,-18.485015555386422,332.27621402488904,-18.48483025564314,!
22241-0450,BU  172AB,AB,2020.5768,V,0.5228,0.0008,23.19,0.08,0.9,0.0,,1,1,Gaia DR3 2626301656019381632,,.,$,22 24 06.87 -04 50 13.2,6.45,6.63,26.0,-7.0,$,$,NO,26.92582403567252,$,336.0286249999999,-4.837,336.0286823901995,-4.836866511138252,336.0287409685678,-4.837031111100767,336.0287983587445,-4.83689762223902,!
22241-0450,BU  172AB,AB,2020.5768,y,0.4981,0.0004,25.06,0.05,0.8,0.0,,1,1,Gaia DR3 2626301656019381632,,.,$,22 24 06.87 -04 50 13.2,6.45,6.63,26.0,-7.0,$,$,NO,26.92582403567252,$,336.0286249999999,-4.837,336.0286838146672,-4.836874663547545,336.0287409685678,-4.837031111100767,336.02879978321357,-4.836905774648313,!
22241-0450,BU  172AB,AB,2020.682,y,0.5042,0.0032,26.09,0.19,0.6,0.05,,6,2,Gaia DR3 2626301656019381632,,.,$,22 24 06.87 -04 50 13.2,6.45,6.63,26.0,-7.0,$,$,NO,26.92582403567252,$,336.0286249999999,-4.837,336.0286868141046,-4.8368742154940785,336.0287409685678,-4.837031111100767,336.02880278265087,-4.836905326594847,!
22241-0450,BU  172AB,AB,2020.9164,y,0.505,0.0046,25.36,0.27,0.6,0.0,,8,3,Gaia DR3 2626301656019381632,,.,$,22 24 06.87 -04 50 13.2,6.45,6.63,26.0,-7.0,$,$,NO,26.92582403567252,$,336.0286249999999,-4.837,336.028685296314,-4.836873240154115,336.0287409685678,-4.837031111100767,336.0288012648601,-4.836904351254884,!
22241-0450,BU  172AB,AB,2021.7017,y,0.5073,0.0033,24.44,0.4,0.5,0.0728,q,3,1,Gaia DR3 2626301656019381632,,.,$,22 24 06.87 -04 50 13.2,6.45,6.63,26.0,-7.0,$,$,NO,26.92582403567252,$,336.0286249999999,-4.837,336.0286835112466,-4.836871710163441,336.0287409685678,-4.837031111100767,336.02879947979244,-4.836902821264208,!
22552-0459,BU  178,AB,2020.9164,y,0.5302,0.0065,323.6,0.05,2.0,0.0471,q,9,3,Gaia DR3 2636041095658206336,,.,$,22 55 10.96 -04 59 16.4,6.03,7.75,29.0,-9.0,29.0,-9.0,NO,30.364452901377952,30.364452901377952,343.79566666666665,-4.987888888888889,343.79557893704407,-4.987770345913249,343.7957960455063,-4.987928888875615,343.79570831586034,-4.987810345899977,
22552-0459,BU  178,AB,2021.6936,y,0.5362,0.0192,324.42,0.94,2.0,0.15,q,6,2,Gaia DR3 2636041095658206336,,.,$,22 55 10.96 -04 59 16.4,6.03,7.75,29.0,-9.0,29.0,-9.0,NO,30.364452901377952,30.364452901377952,343.79566666666665,-4.987888888888889,343.7955796755531,-4.987767751784016,343.7957960455063,-4.987928888875615,343.79570905436884,-4.987807751770744,
23072+6050,"BU  180AB,C","AB,C",2021.8056,y,34.2627,0.0122,103.85,0.02,3.6,0.0,*,1,1,Gaia DR3 2014819362434310784,Gaia DR3 2014818606517803648,.,.,23 07 09.99 +60 49 57.1,7.64,10.7,-6.0,-13.0,0.0,-6.0,,14.317821063276353,6.0,346.791625,60.83252777777779,346.81058423010666,60.83024815556451,346.7915702839815,60.83246999998979,346.81058423010666,60.83022148889825,
04369-1456,BU  185,AB,2021.0256,y,2.4907,0.01,257.39,0.23,3.4,0.0,*,1,1,Gaia DR3 3173978808816056576,Gaia DR3 3173978808816056704,.,.,04 36 53.92 -14 55 32.6,8.12,9.86,53.0,24.0,47.0,32.0,,58.180752831155424,56.859475903318,69.22466666666666,-14.925722222222221,69.22396791829978,-14.925873263829315,69.22491044712125,-14.925615555428141,69.22418410108321,-14.9257310415078,
07128-0709,BU  197AB,AB,2021.1513,y,2.1569,0.0107,146.74,0.29,2.9,0.0,:,1,1,,,$,$,07 12 49.38 -07 08 57.8,7.82,9.34,-7.0,-3.0,-7.0,-3.0,,7.615773105863909,7.615773105863909,108.20575,-7.14938888888889,108.2060811664123,-7.149889882986549,108.20571864510492,-7.1494022222209574,108.20604981148286,-7.149903216318614,
07385+3503,BU  200CD,CD,2022.2189,V,1.8991,0.0021,246.12,0.06,1.2,0.0,*,1,1,,,$,$,07 38 45.45 +35 02 25.2,10.02,11.0,0.0,5.0,$,$,N,5.0,$,114.68937499999998,35.04033333333333,114.68878584725948,35.04011977683397,114.68937499999998,35.04035555555521,114.68878584725948,35.04014199905585,!
07389-2016,BU  201,AB,2021.1813,y,2.9236,0.0035,334.51,0.07,0.4,0.0,*,1,1,Gaia DR3 5715484195366203904,Gaia DR3 5715484199658516096,.,.,07 38 56.95 -20 16 10.9,7.84,8.39,-30.0,22.0,-78.0,81.0,N,37.20215047547655,112.44998888394787,114.73729166666664,-20.269694444444443,114.73691910129753,-20.26896138350311,114.73714953130457,-20.26959666661089,114.73654955172688,-20.268601383121414,
09161-0821,BU  212,AB,2021.1487,y,1.5814,0.0024,196.59,0.09,1.7,0.0,:,1,1,Gaia DR3 5743969964660122240,Gaia DR3 5743969968954948352,.,.,09 16 04.39 -08 21 01.8,7.8,8.34,-43.0,-11.0,-43.0,-11.0,,44.384682042344295,44.384682042344295,139.01829166666667,-8.3505,139.01816489949124,-8.350920991687623,139.0180985076961,-8.350548888841349,139.01797174031233,-8.350969880528966,
09415-1829,BU  214AB,AB,2021.1679,y,3.7185,0.0097,242.7,0.15,3.6,0.0,*,1,1,Gaia DR3 5683848604428697984,Gaia DR3 5683848604428698112,.,.,09 41 29.89 -18 29 00.2,7.73,9.64,-92.0,45.0,-38.0,-77.0,,102.41581909060729,85.86617494683223,145.3745416666667,-18.483388888888886,145.3735738735608,-18.483862633200264,145.3741105387919,-18.483188888404285,145.37339579794826,-18.484204855333967,
14255-1958,BU  225BC,BC,2021.4278,y,1.2686,0.0008,85.32,0.04,1.8,0.0,,1,1,Gaia DR3 6283043340184163200,,.,$,14 25 27.65 -19 57 56.9,7.16,8.37,-33.0,-12.0,-24.0,-11.0,N,35.11409973215888,26.40075756488817,216.3652083333333,-19.965805555555555,216.36558200629375,-19.965776803539537,216.36505228774465,-19.965858888819866,216.36546851861675,-19.965825692391594,
14255-1958,BU  225BC,BC,2022.4245,y,1.2649,0.0014,86.27,0.06,1.5,0.0,q,1,1,Gaia DR3 6283043340184163200,,.,$,14 25 27.65 -19 57 56.9,7.16,8.37,-33.0,-12.0,-24.0,-11.0,N,35.11409973215888,26.40075756488817,216.3652083333333,-19.965805555555555,216.36558137094133,-19.965782697436627,216.36505228774465,-19.965858888819866,216.36546788326012,-19.965831586288683,
23198+5715,BU  229AB,AB,2021.8793,y,16.8997,0.0228,31.41,0.08,6.8,0.0,q,1,1,Gaia DR3 2009385816485947648,Gaia DR3 2009385812188729600,.,.,23 19 49.86 +57 14 37.1,7.15,11.9,12.0,-1.0,2.0,-3.0,,12.041594578792296,3.605551275463989,349.95775,57.24363888888889,349.96227211790546,57.2476452564284,349.95784857049694,57.24363444440592,349.96228854810334,57.247631923094204,
00504+5038,BU  232AB,AB,2020.9163,V,0.8981,0.0014,254.34,2.3,0.6,0.05,,3,2,Gaia DR3 415001627292909440,Gaia DR3 415001631592456192,.,.,00 50 25.10 +50 37 49.6,8.46,8.79,-36.0,-7.0,-36.0,-7.0,NO,36.6742416417845,36.6742416417845,12.604583333333334,50.63044444444444,12.60420464175633,50.63037710421929,12.60433109481771,50.63041333306155,12.603952403602005,50.63034599283639,
00504+5038,BU  232AB,AB,2020.8842,y,0.8876,0.2544,256.72,16.42,2.6,0.0,,1,1,Gaia DR3 415001627292909440,Gaia DR3 415001631592456192,.,.,00 50 25.10 +50 37 49.6,8.46,8.79,-36.0,-7.0,-36.0,-7.0,NO,36.6742416417845,36.6742416417845,12.604583333333334,50.63044444444444,12.604205034969189,50.63038780755051,12.60433109481771,50.63041333306155,12.603952796757438,50.630356696167624,
00551-1727,BU  233,AB,2021.896,y,1.1573,0.0034,98.41,0.17,1.9,0.0,:,1,1,,,$,$,00 55 05.88 -17 26 34.3,8.63,9.74,19.0,-13.0,19.0,-13.0,,23.021728866442675,23.021728866442675,13.7745,-17.44286111111111,13.7748333438186,-17.4429081279745,13.774588514697998,-17.442918888868437,13.774921858539424,-17.44296590573183,
01005-1705,BU  234AB,AB,2020.8583,V,4.6749,0.0027,333.12,0.03,0.2,0.0,*,1,1,Gaia DR3 2359083771708433152,Gaia DR3 2359083771708433024,.,.,01 00 31.63 -17 04 36.3,9.16,9.23,0.0,-8.0,-5.0,-7.0,,8.0,8.602325267042627,15.131791666666667,-17.07675,15.131177471959461,-17.07559172065321,15.131791666666667,-17.076785555555013,15.13115422496427,-17.07562283176252,
01106+5101,"BU  235Aa,Ab","Aa,Ab",2020.9404,y,0.7909,0.0033,143.25,0.03,0.5,0.0144,q,2,1,Gaia DR3 403617322556810880,Gaia DR3 403617322553673984,.,.,01 10 34.31 +51 00 47.8,7.54,7.82,1.0,21.0,1.0,21.0,O,21.02379604162864,21.02379604162864,17.642958333333336,51.01327777777778,17.643167266215944,51.013101746580254,17.642965397661403,51.01337111110946,17.643174330517194,51.01319507991193,
01106+5101,"BU  235Aa,Ab","Aa,Ab",2021.8399,y,0.774,0.0008,143.98,0.03,0.6,0.0,q,6,2,Gaia DR3 403617322556810880,Gaia DR3 403617322553673984,.,.,01 10 34.31 +51 00 47.8,7.54,7.82,1.0,21.0,1.0,21.0,O,21.02379604162864,21.02379604162864,17.642958333333336,51.01327777777778,17.643159296565205,51.01310388307502,17.642965397661403,51.01337111110946,17.64316636086678,51.01319721640669,
01106+5101,"BU  235Aa,Ab","Aa,Ab",2021.9451,y,0.7671,0.0051,144.18,0.12,0.7,0.2625,q,9,3,Gaia DR3 403617322556810880,Gaia DR3 403617322553673984,.,.,01 10 34.31 +51 00 47.8,7.54,7.82,1.0,21.0,1.0,21.0,O,21.02379604162864,21.02379604162864,17.642958333333336,51.01327777777778,17.6431565476116,51.01310499694776,17.642965397661403,51.01337111110946,17.643163611913344,51.01319833027944,
18322-0922,BU  247,AB,2021.5867,V,7.7504,0.0571,166.15,0.42,5.1,0.0,*,1,1,Gaia DR3 4155906769035462144,Gaia DR3 4155906769042542208,.,.,18 32 11.80 -09 22 13.3,8.01,10.51,-8.0,-13.0,-10.0,-17.0,,15.264337522473747,19.72308292331602,278.0491666666667,-9.370361111111114,278.0496889998666,-9.37245140598868,278.04913063025447,-9.37041888888618,278.04964395407785,-9.372526961540222,
00104+5831,"BU  253Ba,Bb","Ba,Bb",2021.9505,y,0.3669,0.0004,27.12,0.06,0.5,0.0,q,1,1,Gaia DR3 422901416486105856,Gaia DR3 422901416486105856,!,!,00 10 24.70 +58 31 25.9,8.94,9.03,-8.0,-6.0,-8.0,-6.0,,10.0,10.0,2.6029166666666663,58.52386111111111,2.6030056449103864,58.523951822390195,2.602848571339379,58.52383444442684,2.602937549407006,58.523925155705925,
00118+2825,BU  255,AB,2020.9483,V,0.4378,0.0096,63.75,1.03,1.3,0.0358,q,3,1,,,$,$,00 11 50.13 +28 25 24.0,7.88,8.97,-96.0,36.0,-96.0,36.0,O,102.52804494381037,102.52804494381037,2.9588749999999995,28.423333333333332,2.958999019728371,28.423387120496198,2.9583898502203376,28.423493332471025,2.9585138697022124,28.4235471196339,
00118+2825,BU  255,AB,2020.9015,y,0.4413,0.005,64.87,1.76,1.5,0.0816,q,9,3,,,$,$,00 11 50.13 +28 25 24.0,7.88,8.97,-96.0,36.0,-96.0,36.0,O,102.52804494381037,102.52804494381037,2.9588749999999995,28.423333333333332,2.959001192333755,28.423385391170733,2.9583898502203376,28.423493332471025,2.958516042315522,28.423545390308433,
01532+1526,BU  260,AB,2020.8885,y,1.1075,0.0005,260.7,0.03,0.5,0.0,q,1,1,Gaia DR3 90193046201366016,Gaia DR3 90193046200814464,.,.,01 53 14.21 +15 26 00.3,8.75,8.97,-11.0,23.0,-11.0,23.0,O,25.495097567963924,25.495097567963924,28.309208333333334,15.433416666666664,28.308893381147445,15.433366950824643,28.30915761555633,15.433518888881544,28.308842663382592,15.433469173039525,
21135+0713,BU  270AB,AB,2021.845,y,0.4279,0.0053,341.91,0.27,1.6,0.05,q,6,2,,,$,$,21 13 27.24 +07 13 04.9,7.42,9.4,28.0,-10.0,28.0,-10.0,NO,29.732137494637012,29.732137494637012,318.36349999999993,7.218027777777778,318.36346279754287,7.218140763575579,318.3636254385031,7.217983333316904,318.3635882360774,7.218096319114706,
21413+3928,BU  274,AB,2021.6935,y,3.6686,0.0038,181.09,0.06,2.6,0.0,*,1,1,Gaia DR3 1953907930082864640,Gaia DR3 1953907895725012608,.,.,21 41 18.85 +39 28 26.4,8.24,9.94,2.0,3.0,2.0,-7.0,,3.605551275463989,7.280109889280518,325.32854166666664,39.47400000000001,325.3285165535432,39.47298112884242,325.32855318206896,39.474013333332564,325.3285280687695,39.47295001773122,
21573+6118,BU  275,AB,2021.8,y,0.4409,0.0003,168.17,0.04,0.8,0.0,,1,1,Gaia DR3 2204015042649178880,,.,$,21 57 17.67 +61 17 43.1,7.18,8.99,-1.0,1.0,-1.0,1.0,,1.4142135623730951,1.4142135623730951,329.323625,61.29530555555555,329.32367727566117,61.29518568461116,329.32361574643363,61.29530999999962,329.32366802213016,61.29519012905522,
17153-1435,BU  282,AB,2022.4931,y,4.2458,0.0515,150.73,0.7,6.6,0.0511,*,2,1,Gaia DR3 4136551726563919872,Gaia DR3 4136551726565095168,.,.,17 15 20.30 -14 35 02.9,6.13,11.3,-12.0,-10.0,$,$,,15.620499351813308,$,258.83458333333334,-14.584138888888889,258.83517916809166,-14.585167699009816,258.8345282243177,-14.584183333326186,258.83512405881856,-14.585212143447114,!
04478-2049,BU  312,AB,2021.0256,V,3.3415,0.019,347.03,0.33,1.6,0.0,*,1,1,Gaia DR3 2974435006201642624,Gaia DR3 2974435001904473088,.,.,04 47 46.57 -20 48 35.1,8.39,9.72,3.0,-29.0,-5.0,5.0,,29.154759474226502,7.0710678118654755,71.94404166666666,-20.809750000000005,71.943818804832,-20.80884548577253,71.94405593050965,-20.8098788888863,71.94379503192684,-20.808823263549012,
04478-2049,BU  312,AB,2021.0256,y,3.4185,0.0193,345.88,0.32,1.4,0.0,*,1,1,Gaia DR3 2974435006201642624,Gaia DR3 2974435001904473088,.,.,04 47 46.57 -20 48 35.1,8.39,9.72,3.0,-29.0,-5.0,5.0,,29.154759474226502,7.0710678118654755,71.94404166666666,-20.809750000000005,71.94379384743041,-20.808829106327316,71.94405593050965,-20.8098788888863,71.94377007452782,-20.808806884103795,
04590-1623,BU  314AB,AB,2021.0492,y,0.7076,0.022,316.13,1.31,2.2,0.1871,,12,4,Gaia DR3 2980171639403283328,Gaia DR3 2980171639399498240,.,.,04 59 01.33 -16 22 33.0,5.92,7.5,-141.0,147.0,-132.0,136.0,NO,203.69094236121546,189.52572384771415,74.75554166666667,-16.375833333333333,74.75539968936269,-16.37569163361879,74.75488850529757,-16.375179999003137,74.75478821943585,-16.375087188301173,
